P901,P905,CCPP,NOMBREPV,CCDI,NOMBREDI
2,2,08,MELGAR,05,MACARI
2,2,08,MELGAR,05,MACARI
2,2,08,MELGAR,05,MACARI
2,2,08,MELGAR,05,MACARI
2,2,08,MELGAR,05,MACARI
1,2,08,MELGAR,05,MACARI
2,2,08,MELGAR,05,MACARI
2,2,08,MELGAR,05,MACARI
2,2,08,MELGAR,05,MACARI
2,2,08,MELGAR,05,MACARI
1,2,08,MELGAR,05,MACARI
2,2,08,MELGAR,05,MACARI
2,2,08,MELGAR,06,NUÑOA
2,2,08,MELGAR,06,NUÑOA
2,2,08,MELGAR,06,NUÑOA
2,2,08,MELGAR,06,NUÑOA
2,2,08,MELGAR,06,NUÑOA
2,2,08,MELGAR,06,NUÑOA
2,2,08,MELGAR,06,NUÑOA
2,2,08,MELGAR,06,NUÑOA
2,2,08,MELGAR,06,NUÑOA
2,2,08,MELGAR,06,NUÑOA
2,2,08,MELGAR,06,NUÑOA
2,2,08,MELGAR,06,NUÑOA
2,2,08,MELGAR,06,NUÑOA
2,1,08,MELGAR,06,NUÑOA
2,2,08,MELGAR,01,AYAVIRI
2,2,08,MELGAR,01,AYAVIRI
2,2,08,MELGAR,01,AYAVIRI
2,2,08,MELGAR,01,AYAVIRI
2,2,08,MELGAR,01,AYAVIRI
2,2,08,MELGAR,01,AYAVIRI
2,2,08,MELGAR,01,AYAVIRI
2,2,08,MELGAR,01,AYAVIRI
2,2,08,MELGAR,01,AYAVIRI
2,2,08,MELGAR,01,AYAVIRI
2,2,08,MELGAR,01,AYAVIRI
2,2,08,MELGAR,01,AYAVIRI
2,2,08,MELGAR,01,AYAVIRI
2,2,08,MELGAR,01,AYAVIRI
2,2,08,MELGAR,09,UMACHIRI
2,2,08,MELGAR,09,UMACHIRI
2,2,08,MELGAR,09,UMACHIRI
2,2,08,MELGAR,09,UMACHIRI
2,2,08,MELGAR,09,UMACHIRI
2,2,08,MELGAR,09,UMACHIRI
2,2,08,MELGAR,09,UMACHIRI
2,2,08,MELGAR,09,UMACHIRI
2,2,08,MELGAR,09,UMACHIRI
2,2,08,MELGAR,09,UMACHIRI
2,2,08,MELGAR,09,UMACHIRI
2,2,08,MELGAR,09,UMACHIRI
2,2,08,MELGAR,09,UMACHIRI
2,2,08,MELGAR,09,UMACHIRI
2,2,08,MELGAR,04,LLALLI
2,2,08,MELGAR,04,LLALLI
2,1,08,MELGAR,04,LLALLI
2,2,08,MELGAR,04,LLALLI
1,1,08,MELGAR,04,LLALLI
1,2,08,MELGAR,04,LLALLI
2,2,08,MELGAR,04,LLALLI
2,2,08,MELGAR,04,LLALLI
2,2,08,MELGAR,04,LLALLI
2,2,08,MELGAR,04,LLALLI
2,1,08,MELGAR,04,LLALLI
2,1,08,MELGAR,04,LLALLI
2,2,08,MELGAR,04,LLALLI
2,2,08,MELGAR,04,LLALLI
2,2,07,LAMPA,08,PUCARA
2,2,07,LAMPA,08,PUCARA
2,2,07,LAMPA,08,PUCARA
2,2,07,LAMPA,08,PUCARA
2,2,07,LAMPA,08,PUCARA
2,2,07,LAMPA,08,PUCARA
2,2,07,LAMPA,08,PUCARA
2,2,07,LAMPA,08,PUCARA
2,2,07,LAMPA,08,PUCARA
2,2,07,LAMPA,08,PUCARA
2,2,07,LAMPA,08,PUCARA
2,2,07,LAMPA,08,PUCARA
2,2,07,LAMPA,08,PUCARA
2,2,07,LAMPA,08,PUCARA
2,2,07,LAMPA,03,CALAPUJA
2,2,07,LAMPA,03,CALAPUJA
1,2,07,LAMPA,03,CALAPUJA
2,2,07,LAMPA,03,CALAPUJA
2,2,07,LAMPA,03,CALAPUJA
1,2,07,LAMPA,03,CALAPUJA
2,2,07,LAMPA,03,CALAPUJA
2,2,07,LAMPA,03,CALAPUJA
2,2,07,LAMPA,03,CALAPUJA
2,2,07,LAMPA,03,CALAPUJA
2,2,07,LAMPA,03,CALAPUJA
2,2,07,LAMPA,03,CALAPUJA
2,2,07,LAMPA,03,CALAPUJA
2,2,07,LAMPA,03,CALAPUJA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
1,2,07,LAMPA,01,LAMPA
1,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
1,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
1,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
1,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
1,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
1,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,02,CABANA
1,2,11,SAN ROMAN,02,CABANA
1,2,11,SAN ROMAN,02,CABANA
2,2,11,SAN ROMAN,02,CABANA
2,2,11,SAN ROMAN,02,CABANA
2,2,11,SAN ROMAN,02,CABANA
2,2,11,SAN ROMAN,02,CABANA
1,2,11,SAN ROMAN,02,CABANA
2,2,11,SAN ROMAN,02,CABANA
2,2,11,SAN ROMAN,02,CABANA
2,2,11,SAN ROMAN,02,CABANA
2,2,11,SAN ROMAN,02,CABANA
1,2,11,SAN ROMAN,02,CABANA
2,2,11,SAN ROMAN,02,CABANA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
1,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
1,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,08,VILQUE CHICO
2,2,06,HUANCANE,08,VILQUE CHICO
2,2,06,HUANCANE,08,VILQUE CHICO
2,2,06,HUANCANE,08,VILQUE CHICO
2,2,06,HUANCANE,08,VILQUE CHICO
1,2,06,HUANCANE,08,VILQUE CHICO
2,2,06,HUANCANE,08,VILQUE CHICO
2,2,06,HUANCANE,08,VILQUE CHICO
2,2,06,HUANCANE,08,VILQUE CHICO
1,2,06,HUANCANE,08,VILQUE CHICO
2,2,06,HUANCANE,08,VILQUE CHICO
2,2,06,HUANCANE,08,VILQUE CHICO
2,2,06,HUANCANE,08,VILQUE CHICO
2,2,06,HUANCANE,08,VILQUE CHICO
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
1,2,06,HUANCANE,01,HUANCANE
1,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
1,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
1,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
1,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
1,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,05,PUSI
1,2,06,HUANCANE,05,PUSI
2,2,06,HUANCANE,05,PUSI
2,2,06,HUANCANE,05,PUSI
2,2,06,HUANCANE,05,PUSI
2,2,06,HUANCANE,05,PUSI
2,2,06,HUANCANE,05,PUSI
2,2,06,HUANCANE,05,PUSI
2,2,06,HUANCANE,05,PUSI
2,2,06,HUANCANE,05,PUSI
2,2,06,HUANCANE,05,PUSI
2,2,06,HUANCANE,05,PUSI
2,2,06,HUANCANE,05,PUSI
2,2,06,HUANCANE,05,PUSI
2,2,06,HUANCANE,05,PUSI
2,2,06,HUANCANE,05,PUSI
2,2,06,HUANCANE,05,PUSI
2,2,06,HUANCANE,05,PUSI
2,2,06,HUANCANE,05,PUSI
2,2,06,HUANCANE,05,PUSI
2,2,06,HUANCANE,05,PUSI
2,2,06,HUANCANE,05,PUSI
2,2,06,HUANCANE,05,PUSI
1,2,06,HUANCANE,05,PUSI
2,2,06,HUANCANE,05,PUSI
2,2,06,HUANCANE,05,PUSI
2,2,06,HUANCANE,05,PUSI
2,2,06,HUANCANE,05,PUSI
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
1,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
1,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
1,2,01,PUNO,09,MAÑAZO
1,2,01,PUNO,09,MAÑAZO
1,2,01,PUNO,09,MAÑAZO
1,2,01,PUNO,09,MAÑAZO
1,2,01,PUNO,09,MAÑAZO
2,2,01,PUNO,09,MAÑAZO
1,2,01,PUNO,09,MAÑAZO
1,2,01,PUNO,09,MAÑAZO
2,2,01,PUNO,09,MAÑAZO
1,2,01,PUNO,09,MAÑAZO
2,2,01,PUNO,09,MAÑAZO
1,2,01,PUNO,09,MAÑAZO
1,2,01,PUNO,09,MAÑAZO
2,2,01,PUNO,09,MAÑAZO
2,2,01,PUNO,04,ATUNCOLLA
2,2,01,PUNO,04,ATUNCOLLA
1,2,01,PUNO,04,ATUNCOLLA
2,2,01,PUNO,04,ATUNCOLLA
1,2,01,PUNO,04,ATUNCOLLA
2,2,01,PUNO,04,ATUNCOLLA
2,2,01,PUNO,04,ATUNCOLLA
2,2,01,PUNO,04,ATUNCOLLA
2,2,01,PUNO,04,ATUNCOLLA
2,2,01,PUNO,04,ATUNCOLLA
2,2,01,PUNO,04,ATUNCOLLA
2,2,01,PUNO,04,ATUNCOLLA
2,2,01,PUNO,04,ATUNCOLLA
2,2,01,PUNO,04,ATUNCOLLA
2,2,01,PUNO,10,PAUCARCOLLA
2,2,01,PUNO,10,PAUCARCOLLA
1,2,01,PUNO,10,PAUCARCOLLA
2,2,01,PUNO,10,PAUCARCOLLA
2,2,01,PUNO,10,PAUCARCOLLA
2,2,01,PUNO,10,PAUCARCOLLA
2,2,01,PUNO,10,PAUCARCOLLA
1,2,01,PUNO,10,PAUCARCOLLA
2,2,01,PUNO,10,PAUCARCOLLA
2,2,01,PUNO,10,PAUCARCOLLA
2,2,01,PUNO,10,PAUCARCOLLA
2,2,01,PUNO,10,PAUCARCOLLA
2,2,01,PUNO,10,PAUCARCOLLA
2,2,01,PUNO,10,PAUCARCOLLA
2,2,01,PUNO,05,CAPACHICA
2,2,01,PUNO,05,CAPACHICA
2,2,01,PUNO,05,CAPACHICA
2,2,01,PUNO,05,CAPACHICA
2,2,01,PUNO,05,CAPACHICA
2,2,01,PUNO,05,CAPACHICA
2,2,01,PUNO,05,CAPACHICA
2,2,01,PUNO,05,CAPACHICA
2,2,01,PUNO,05,CAPACHICA
2,2,01,PUNO,05,CAPACHICA
2,2,01,PUNO,05,CAPACHICA
2,2,01,PUNO,05,CAPACHICA
2,2,01,PUNO,05,CAPACHICA
2,2,01,PUNO,05,CAPACHICA
1,2,01,PUNO,12,PLATERIA
2,2,01,PUNO,12,PLATERIA
2,2,01,PUNO,12,PLATERIA
1,2,01,PUNO,12,PLATERIA
2,2,01,PUNO,12,PLATERIA
1,2,01,PUNO,12,PLATERIA
1,2,01,PUNO,12,PLATERIA
2,2,01,PUNO,12,PLATERIA
2,2,01,PUNO,12,PLATERIA
2,2,01,PUNO,12,PLATERIA
2,2,01,PUNO,12,PLATERIA
2,2,01,PUNO,12,PLATERIA
2,2,01,PUNO,12,PLATERIA
2,2,01,PUNO,12,PLATERIA
2,2,01,PUNO,12,PLATERIA
2,2,01,PUNO,12,PLATERIA
2,2,01,PUNO,12,PLATERIA
2,2,01,PUNO,12,PLATERIA
2,2,01,PUNO,12,PLATERIA
2,2,01,PUNO,12,PLATERIA
2,2,01,PUNO,12,PLATERIA
2,2,01,PUNO,12,PLATERIA
2,2,01,PUNO,12,PLATERIA
2,2,01,PUNO,12,PLATERIA
2,2,01,PUNO,12,PLATERIA
2,2,01,PUNO,12,PLATERIA
2,2,01,PUNO,12,PLATERIA
2,2,01,PUNO,06,CHUCUITO
2,2,01,PUNO,06,CHUCUITO
2,2,01,PUNO,06,CHUCUITO
2,2,01,PUNO,06,CHUCUITO
2,2,01,PUNO,06,CHUCUITO
2,2,01,PUNO,06,CHUCUITO
2,2,01,PUNO,06,CHUCUITO
2,2,01,PUNO,06,CHUCUITO
2,2,01,PUNO,06,CHUCUITO
2,2,01,PUNO,06,CHUCUITO
2,2,01,PUNO,06,CHUCUITO
2,2,01,PUNO,06,CHUCUITO
2,2,01,PUNO,06,CHUCUITO
2,2,01,PUNO,06,CHUCUITO
2,2,01,PUNO,01,PUNO
2,2,01,PUNO,01,PUNO
2,2,01,PUNO,01,PUNO
2,2,01,PUNO,01,PUNO
2,2,01,PUNO,01,PUNO
2,2,01,PUNO,01,PUNO
2,2,01,PUNO,01,PUNO
2,2,01,PUNO,01,PUNO
2,2,01,PUNO,01,PUNO
2,2,01,PUNO,01,PUNO
2,2,01,PUNO,01,PUNO
2,2,01,PUNO,01,PUNO
2,2,01,PUNO,01,PUNO
2,2,01,PUNO,01,PUNO
2,2,01,PUNO,11,PICHACANI
2,2,01,PUNO,11,PICHACANI
2,2,01,PUNO,11,PICHACANI
1,2,01,PUNO,11,PICHACANI
2,2,01,PUNO,11,PICHACANI
2,2,01,PUNO,11,PICHACANI
2,2,01,PUNO,11,PICHACANI
2,2,01,PUNO,11,PICHACANI
2,2,01,PUNO,11,PICHACANI
2,2,01,PUNO,11,PICHACANI
2,2,01,PUNO,11,PICHACANI
2,2,01,PUNO,11,PICHACANI
2,2,01,PUNO,11,PICHACANI
2,2,01,PUNO,11,PICHACANI
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
1,2,01,PUNO,02,ACORA
1,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
1,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
1,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
1,2,01,PUNO,02,ACORA
1,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
2,2,01,PUNO,02,ACORA
1,2,01,PUNO,02,ACORA
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
1,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
1,2,05,EL COLLAO,01,ILAVE
1,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
1,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
1,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
1,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
1,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
1,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
1,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
1,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
2,2,05,EL COLLAO,01,ILAVE
