ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P102_1,P102_2,P901,P902,P903_1,P903_2,P903_3,P903_4,P903_5,P903_6,P903_7,P903_8,P903_9,P903_10,P903_11,P904_1,P904_2,P904_3,P904_4,P904_5,P904_6,P904_7,P904_8,P904_9,P904A,P905,P906,P907,P908_1,P908_2,P908_3,P908_4,P908_5,P908_6,P908_7,P908_8,OMICAP900
2022,21,PUNO,11,SAN ROMAN,03,CABANILLAS,17501,00046,5,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,11,SAN ROMAN,03,CABANILLAS,17501,00050,6,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,11,SAN ROMAN,03,CABANILLAS,17501,00052,7,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,11,SAN ROMAN,03,CABANILLAS,17501,00076,8,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,11,SAN ROMAN,03,CABANILLAS,17501,00090,9,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,11,SAN ROMAN,03,CABANILLAS,17501,00093,10,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,11,SAN ROMAN,03,CABANILLAS,17501,00105,11,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,11,SAN ROMAN,03,CABANILLAS,17501,00114,12,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,11,SAN ROMAN,03,CABANILLAS,17501,00125,13,1,2,6,162.719047619048,1,1,1,1,2, , , , , , , , , , , , , , , , , , , , ,1,2, ,1,0,0,0,0,0,0,1,0, 
2022,21,PUNO,11,SAN ROMAN,03,CABANILLAS,17501,00138,14,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,1,0,0,0, 
2022,21,PUNO,11,SAN ROMAN,03,CABANILLAS,17501,00148,15,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,04,INCHUPALLA,17520,00005,1,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,04,INCHUPALLA,17520,00015,2,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,04,INCHUPALLA,17520,00027,3,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,04,INCHUPALLA,17520,00032,4,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,04,INCHUPALLA,17520,00038,5,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,04,INCHUPALLA,17520,00047,6,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,04,INCHUPALLA,17520,00059,7,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,04,INCHUPALLA,17520,00074,8,1,2,6,162.719047619048,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,04,INCHUPALLA,17520,00079,9,1,2,6,162.719047619048,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,04,INCHUPALLA,17520,00082,10,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,04,INCHUPALLA,17520,00089,11,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,04,INCHUPALLA,17520,00091,12,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,04,INCHUPALLA,17520,00095,13,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,04,INCHUPALLA,17520,00098,14,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,04,INCHUPALLA,17520,00099,15,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,06,ROSASPATA,17539,00002,1,1,2,6,162.719047619048,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0, ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,06,ROSASPATA,17539,00009,2,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,06,ROSASPATA,17539,00012,3,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,06,ROSASPATA,17539,00014,4,1,2,6,162.719047619048,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,06,ROSASPATA,17539,00022,5,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,06,ROSASPATA,17539,00027,6,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,06,ROSASPATA,17539,00034,7,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,06,ROSASPATA,17539,00049,8,1,2,6,162.719047619048,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,06,ROSASPATA,17539,00064,9,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,06,ROSASPATA,17539,00075,10,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,06,ROSASPATA,17539,00093,11,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,06,ROSASPATA,17539,00095,12,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,06,ROSASPATA,17539,00101,13,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,06,ROSASPATA,17539,00102,14,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,06,ROSASPATA,17539,00109,15,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,08,VILQUE CHICO,17558,00023,1,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,0,0,0,1,0,0,0, 
2022,21,PUNO,06,HUANCANE,08,VILQUE CHICO,17558,00027,2,1,2,6,162.719047619048,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,08,VILQUE CHICO,17558,00031,3,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,08,VILQUE CHICO,17558,00035,4,1,2,6,162.719047619048,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,08,VILQUE CHICO,17558,00047,5,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2022,21,PUNO,06,HUANCANE,08,VILQUE CHICO,17558,00068,6,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,08,VILQUE CHICO,17558,00084,7,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,08,VILQUE CHICO,17558,00087,8,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,08,VILQUE CHICO,17558,00097,9,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,08,VILQUE CHICO,17558,00108,10,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,08,VILQUE CHICO,17558,00127,11,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,08,VILQUE CHICO,17558,00136,12,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,08,VILQUE CHICO,17558,00138,13,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,08,VILQUE CHICO,17558,00142,14,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,08,VILQUE CHICO,17558,00151,15,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,08,VILQUE CHICO,17578,00008,1,1,2,6,162.719047619048,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,2, ,1,0,1,0,0,0,0,0,0, 
2022,21,PUNO,06,HUANCANE,08,VILQUE CHICO,17578,00009,2,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,08,VILQUE CHICO,17578,00017,3,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,08,VILQUE CHICO,17578,00019,4,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2022,21,PUNO,06,HUANCANE,08,VILQUE CHICO,17578,00022,5,1,2,6,162.719047619048,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,08,VILQUE CHICO,17578,00027,6,1,2,6,162.719047619048,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2022,21,PUNO,06,HUANCANE,08,VILQUE CHICO,17578,00028,7,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,08,VILQUE CHICO,17578,00031,8,1,2,6,162.719047619048,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,08,VILQUE CHICO,17578,00033,9,1,2,6,162.719047619048,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,0,0,1,0,0,0,0, 
2022,21,PUNO,06,HUANCANE,08,VILQUE CHICO,17578,00034,10,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,08,VILQUE CHICO,17578,00049,11,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,08,VILQUE CHICO,17578,00056,12,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,08,VILQUE CHICO,17578,00058,13,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,08,VILQUE CHICO,17578,00079,14,1,2,6,162.719047619048,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,08,VILQUE CHICO,17578,00082,15,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17600,00001,1,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17600,00003,2,1,2,6,162.719047619048,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,2, ,1,0,1,1,0,0,0,0,0, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17600,00010,3,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17600,00022,4,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17600,00026,5,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17600,00027,6,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17600,00036,7,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17600,00039,8,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17600,00042,9,1,2,6,162.719047619048,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17600,00043,10,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17600,00050,11,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,0,1,0,0,0,0,0, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17600,00053,12,1,2,6,162.719047619048,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17600,00071,13,1,2,6,162.719047619048,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,0,1,0,0,0,0,0, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17600,00073,14,1,2,6,162.719047619048,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,0,1,0,0,0,0,0, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17600,00078,15,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,1,0,0,0,0,0, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17619,00003,1,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17619,00006,2,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17619,00007,3,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17619,00017,4,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17619,00022,5,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17619,00025,6,1,2,6,162.719047619048,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17619,00026,7,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17619,00028,8,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17619,00031,9,1,2,6,162.719047619048,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17619,00035,10,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17619,00048,11,1,2,6,162.719047619048,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17619,00051,12,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17619,00055,13,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17619,00065,14,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17619,00070,15,1,2,6,162.719047619048,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17638,00005,1,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,0,0,0,1,0,0,0, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17638,00007,2,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17638,00010,3,1,2,6,162.719047619048,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17638,00029,4,1,2,6,162.719047619048,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17638,00058,5,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17638,00059,6,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17638,00061,7,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17638,00069,8,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,1,1,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17638,00070,9,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17638,00080,10,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17638,00085,11,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,0,0,0,1,0,0,0, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17638,00091,12,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17638,00092,13,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17638,00102,14,1,2,6,162.719047619048,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,0,0,0,1,0,0,0, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17638,00103,15,1,2,6,162.719047619048,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,0,0,0,1,0,0,0, 
2022,21,PUNO,06,HUANCANE,07,TARACO,17657,00002,1,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,07,TARACO,17657,00003,2,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,07,TARACO,17657,00021,3,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,07,TARACO,17657,00024,4,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,07,TARACO,17657,00033,5,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,07,TARACO,17657,00037,6,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,07,TARACO,17657,00039,7,1,2,6,162.719047619048,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,07,TARACO,17657,00062,8,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,07,TARACO,17657,00069,9,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2022,21,PUNO,06,HUANCANE,07,TARACO,17657,00074,10,1,2,6,162.719047619048,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,07,TARACO,17657,00085,11,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,07,TARACO,17657,00089,12,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,07,TARACO,17657,00111,13,1,2,6,162.719047619048,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, ,2, ,1,0,1,0,0,0,0,0,0, 
2022,21,PUNO,06,HUANCANE,07,TARACO,17657,00120,14,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,07,TARACO,17657,00124,15,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,07,TARACO,17678,00009,1,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,07,TARACO,17678,00011,2,1,2,6,162.719047619048,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,07,TARACO,17678,00013,3,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,07,TARACO,17678,00017,4,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2022,21,PUNO,06,HUANCANE,07,TARACO,17678,00030,5,1,2,6,162.719047619048,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0, ,2, ,2, , , , , , , , , 
