ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,ESTRATO,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P102_1,P102_2,P901,P902,P903_1,P903_2,P903_3,P903_4,P903_5,P903_6,P903_7,P903_8,P903_9,P903_10,P903_11,P904_1,P904_2,P904_3,P904_4,P904_5,P904_6,P904_7,P904_8,P904_9,P905,P906,P907,P908_1,P908_2,P908_3,P908_4,P908_5,P908_6,P908_7,P908_8,OMICAP900
2017,21,PUNO,03,CARABAYA,08,OLLACHEA,16823,00125,11, ,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,08,OLLACHEA,16823,00147,12, ,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,08,OLLACHEA,16823,00169,14, ,1,2,6,162.719047619048,1,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00008,1, ,1,3,7,50.0595238095238,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00015,2, ,1,3,7,50.0595238095238,1,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00040,3, ,1,3,7,50.0595238095238,1,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00051,4, ,1,3,7,50.0595238095238,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2017,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00068,5, ,1,3,7,50.0595238095238,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2017,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00087,6, ,1,3,7,50.0595238095238,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00106,7, ,1,3,7,50.0595238095238,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00130,8, ,1,3,7,50.0595238095238,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00140,9, ,1,3,7,50.0595238095238,1,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00162,10, ,1,3,7,50.0595238095238,1,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00188,11, ,1,3,7,50.0595238095238,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00198,12, ,1,3,7,50.0595238095238,1,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00207,13, ,1,3,7,50.0595238095238,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00209,14, ,1,3,7,50.0595238095238,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,07,ITUATA,16863,00001,1, ,1,2,6,162.719047619048,1,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2017,21,PUNO,03,CARABAYA,07,ITUATA,16863,00007,2, ,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2017,21,PUNO,03,CARABAYA,07,ITUATA,16863,00013,3, ,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,07,ITUATA,16863,00020,4, ,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,07,ITUATA,16863,00024,5, ,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,07,ITUATA,16863,00034,6, ,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,07,ITUATA,16863,00036,7, ,1,2,6,162.719047619048,1,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,07,ITUATA,16863,00047,8, ,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,07,ITUATA,16863,00058,9, ,1,2,6,162.719047619048,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,07,ITUATA,16863,00070,10, ,1,2,6,162.719047619048,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,07,ITUATA,16863,00078,11, ,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,07,ITUATA,16863,00082,12, ,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,07,ITUATA,16863,00101,13, ,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,07,ITUATA,16863,00103,14, ,1,2,6,162.719047619048,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,06,CRUCERO,16885,00019,1, ,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,1,2,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,06,CRUCERO,16885,00023,2, ,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,06,CRUCERO,16885,00044,3, ,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,06,CRUCERO,16885,00049,4, ,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,06,CRUCERO,16885,00058,5, ,1,2,6,162.719047619048,1,0,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,06,CRUCERO,16885,00065,6, ,1,2,6,162.719047619048,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,06,CRUCERO,16885,00090,7, ,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,06,CRUCERO,16885,00106,8, ,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,06,CRUCERO,16885,00114,9, ,1,2,6,162.719047619048,1,0,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2017,21,PUNO,03,CARABAYA,06,CRUCERO,16885,00123,10, ,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,06,CRUCERO,16885,00132,11, ,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,06,CRUCERO,16885,00143,12, ,1,2,6,162.719047619048,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,06,CRUCERO,16885,00153,13, ,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,03,CARABAYA,06,CRUCERO,16885,00154,14, ,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,12,SANDIA,03,LIMBANI,16891,00012,1, ,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2017,21,PUNO,12,SANDIA,03,LIMBANI,16891,00030,2, ,1,2,6,162.719047619048,1,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,12,SANDIA,03,LIMBANI,16891,00031,3, ,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,12,SANDIA,03,LIMBANI,16891,00050,4, ,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2017,21,PUNO,12,SANDIA,03,LIMBANI,16891,00068,5, ,1,2,6,162.719047619048,1,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,12,SANDIA,03,LIMBANI,16891,00069,6, ,1,2,6,162.719047619048,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2, ,2, , , , , , , , , 
2017,21,PUNO,12,SANDIA,03,LIMBANI,16891,00088,7, ,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,12,SANDIA,03,LIMBANI,16891,00103,8, ,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,12,SANDIA,03,LIMBANI,16891,00108,9, ,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2017,21,PUNO,12,SANDIA,03,LIMBANI,16891,00127,10, ,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,12,SANDIA,03,LIMBANI,16891,00133,11, ,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2017,21,PUNO,12,SANDIA,03,LIMBANI,16891,00140,12, ,1,2,6,162.719047619048,1,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,12,SANDIA,03,LIMBANI,16891,00149,13, ,1,2,6,162.719047619048,1,0,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,12,SANDIA,03,LIMBANI,16891,00157,14, ,1,2,6,162.719047619048,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16903,00003,1, ,1,3,7,50.0595238095238,1,1,0,1,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16903,00013,2, ,1,3,7,50.0595238095238,1,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16903,00028,3, ,1,3,7,50.0595238095238,1,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16903,00035,4, ,1,3,7,50.0595238095238,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16903,00045,5, ,1,3,7,50.0595238095238,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16903,00058,6, ,1,3,7,50.0595238095238,1,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16903,00071,7, ,1,3,7,50.0595238095238,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16903,00075,8, ,1,3,7,50.0595238095238,1,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16903,00089,9, ,1,3,7,50.0595238095238,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16903,00099,10, ,1,3,7,50.0595238095238,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16903,00113,11, ,1,3,7,50.0595238095238,1,1,0,1,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16903,00124,12, ,1,3,7,50.0595238095238,1,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16903,00126,13, ,1,3,7,50.0595238095238,1,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16903,00130,14, ,1,3,7,50.0595238095238,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2, ,2, , , , , , , , , 
2017,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16905,00015,1, ,1,3,7,50.0595238095238,1,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16905,00030,2, ,1,3,7,50.0595238095238,1,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16905,00040,3, ,1,3,7,50.0595238095238,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2017,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16905,00046,4, ,1,3,7,50.0595238095238,1,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16905,00061,5, ,1,3,7,50.0595238095238,1,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16905,00062,6, ,1,3,7,50.0595238095238,1,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2017,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16905,00073,7, ,1,3,7,50.0595238095238,1,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2017,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16905,00081,8, ,1,3,7,50.0595238095238,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2, ,2, , , , , , , , , 
2017,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16905,00097,9, ,1,3,7,50.0595238095238,1,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
