ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,ESTRATO,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P101A,P102_1,P102_2,P901,P902,P903_1,P903_2,P903_3,P903_4,P903_5,P903_6,P903_7,P903_8,P903_9,P903_10,P903_11,P904_1,P904_2,P904_3,P904_4,P904_5,P904_6,P904_7,P904_8,P904_9,P905,P906,P907,P908_1,P908_2,P908_3,P908_4,P908_5,P908_6,P908_7,P908_8,OMICAP900
2018,21,PUNO,03,CARABAYA,08,OLLACHEA,16823,00083,8, ,1,2,6,162.719047619048,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,08,OLLACHEA,16823,00088,9, ,1,2,6,162.719047619048,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,08,OLLACHEA,16823,00112,10, ,1,2,6,162.719047619048,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,08,OLLACHEA,16823,00118,11, ,1,2,6,162.719047619048,1, ,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2018,21,PUNO,03,CARABAYA,08,OLLACHEA,16823,00129,12, ,1,2,6,162.719047619048,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,08,OLLACHEA,16823,00138,13, ,1,2,6,162.719047619048,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2018,21,PUNO,03,CARABAYA,08,OLLACHEA,16823,00162,14, ,1,2,6,162.719047619048,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,09,SAN GABAN,16831,00002,1, ,1,3,7,50.0595238095238,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,09,SAN GABAN,16831,00022,2, ,1,3,7,50.0595238095238,1, ,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,09,SAN GABAN,16831,00032,3, ,1,3,7,50.0595238095238,1, ,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,09,SAN GABAN,16831,00038,4, ,1,3,7,50.0595238095238,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,09,SAN GABAN,16831,00048,5, ,1,3,7,50.0595238095238,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,09,SAN GABAN,16831,00054,6, ,1,3,7,50.0595238095238,1, ,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,09,SAN GABAN,16831,00069,7, ,1,3,7,50.0595238095238,1, ,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,09,SAN GABAN,16831,00079,8, ,1,3,7,50.0595238095238,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,09,SAN GABAN,16831,00085,9, ,1,3,7,50.0595238095238,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,09,SAN GABAN,16831,00090,10, ,1,3,7,50.0595238095238,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,09,SAN GABAN,16831,00099,11, ,1,3,7,50.0595238095238,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,09,SAN GABAN,16831,00104,12, ,1,3,7,50.0595238095238,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,09,SAN GABAN,16831,00113,13, ,1,3,7,50.0595238095238,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,09,SAN GABAN,16831,00117,14, ,1,3,7,50.0595238095238,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2018,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00008,1, ,1,3,7,53.9102564102564,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00015,2, ,1,3,7,53.9102564102564,1, ,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00040,3, ,1,3,7,53.9102564102564,1, ,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00051,4, ,1,3,7,53.9102564102564,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2018,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00068,5, ,1,3,7,53.9102564102564,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2018,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00087,6, ,1,3,7,53.9102564102564,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00106,7, ,1,3,7,53.9102564102564,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00130,8, ,1,3,7,53.9102564102564,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00140,9, ,1,3,7,53.9102564102564,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00162,10, ,1,3,7,53.9102564102564,1, ,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00188,11, ,1,3,7,53.9102564102564,1, ,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00207,13, ,1,3,7,53.9102564102564,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,03,AYAPATA,16837,00012,1, ,1,2,6,162.719047619048,1, ,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,03,AYAPATA,16837,00014,2, ,1,2,6,162.719047619048,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,03,AYAPATA,16837,00025,3, ,1,2,6,162.719047619048,1, ,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,03,AYAPATA,16837,00035,4, ,1,2,6,162.719047619048,1, ,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,03,AYAPATA,16837,00045,6, ,1,2,6,162.719047619048,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,03,AYAPATA,16837,00052,7, ,1,2,6,162.719047619048,1, ,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,03,AYAPATA,16837,00054,8, ,1,2,6,162.719047619048,1, ,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,03,AYAPATA,16837,00065,9, ,1,2,6,162.719047619048,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,03,AYAPATA,16837,00074,10, ,1,2,6,162.719047619048,1, ,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,03,AYAPATA,16837,00085,11, ,1,2,6,162.719047619048,1, ,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,03,AYAPATA,16837,00101,13, ,1,2,6,162.719047619048,1, ,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,03,AYAPATA,16837,00109,14, ,1,2,6,162.719047619048,1, ,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,04,COASA,16850,00009,1, ,1,2,6,162.719047619048,1, ,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,04,COASA,16850,00024,3, ,1,2,6,162.719047619048,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2018,21,PUNO,03,CARABAYA,04,COASA,16850,00043,4, ,1,2,6,162.719047619048,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2018,21,PUNO,03,CARABAYA,04,COASA,16850,00067,5, ,1,2,6,162.719047619048,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2018,21,PUNO,03,CARABAYA,04,COASA,16850,00079,6, ,1,2,6,162.719047619048,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,04,COASA,16850,00100,7, ,1,2,6,162.719047619048,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2018,21,PUNO,03,CARABAYA,04,COASA,16850,00110,8, ,1,2,6,162.719047619048,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,04,COASA,16850,00133,9, ,1,2,6,162.719047619048,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,04,COASA,16850,00153,10, ,1,2,6,162.719047619048,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2018,21,PUNO,03,CARABAYA,04,COASA,16850,00159,11, ,1,2,6,162.719047619048,1, ,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,04,COASA,16850,00169,12, ,1,2,6,162.719047619048,1, ,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,0,0,0,1,0,0,0, 
2018,21,PUNO,03,CARABAYA,04,COASA,16850,00196,13, ,1,2,6,162.719047619048,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,04,COASA,16850,00212,14, ,1,2,6,162.719047619048,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,07,ITUATA,16863,00008,1, ,1,2,6,175.235897435897,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,07,ITUATA,16863,00019,2, ,1,2,6,175.235897435897,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2018,21,PUNO,03,CARABAYA,07,ITUATA,16863,00028,3, ,1,2,6,175.235897435897,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,07,ITUATA,16863,00041,4, ,1,2,6,175.235897435897,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2018,21,PUNO,03,CARABAYA,07,ITUATA,16863,00044,5, ,1,2,6,175.235897435897,1, ,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,07,ITUATA,16863,00054,6, ,1,2,6,175.235897435897,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,07,ITUATA,16863,00061,7, ,1,2,6,175.235897435897,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,07,ITUATA,16863,00074,8, ,1,2,6,175.235897435897,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,07,ITUATA,16863,00076,9, ,1,2,6,175.235897435897,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,07,ITUATA,16863,00079,10, ,1,2,6,175.235897435897,1, ,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,07,ITUATA,16863,00092,11, ,1,2,6,175.235897435897,1, ,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,07,ITUATA,16863,00093,12, ,1,2,6,175.235897435897,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,07,ITUATA,16863,00108,14, ,1,2,6,175.235897435897,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,01,MACUSANI,16868,00014,1, ,1,2,6,162.719047619048,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,01,MACUSANI,16868,00020,2, ,1,2,6,162.719047619048,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,01,MACUSANI,16868,00042,3, ,1,2,6,162.719047619048,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,01,MACUSANI,16868,00055,4, ,1,2,6,162.719047619048,1, ,0,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,01,MACUSANI,16868,00073,5, ,1,2,6,162.719047619048,1, ,0,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,01,MACUSANI,16868,00091,6, ,1,2,6,162.719047619048,1, ,0,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,01,MACUSANI,16868,00102,7, ,1,2,6,162.719047619048,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,01,MACUSANI,16868,00111,8, ,1,2,6,162.719047619048,1, ,0,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,01,MACUSANI,16868,00129,9, ,1,2,6,162.719047619048,1, ,0,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,01,MACUSANI,16868,00145,10, ,1,2,6,162.719047619048,1, ,0,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2018,21,PUNO,03,CARABAYA,01,MACUSANI,16868,00155,11, ,1,2,6,162.719047619048,1, ,0,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,01,MACUSANI,16868,00174,12, ,1,2,6,162.719047619048,1, ,0,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,01,MACUSANI,16868,00201,13, ,1,2,6,162.719047619048,1, ,0,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2018,21,PUNO,03,CARABAYA,01,MACUSANI,16868,00204,14, ,1,2,6,162.719047619048,1, ,0,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2018,21,PUNO,03,CARABAYA,06,CRUCERO,16885,00019,1, ,1,2,6,162.719047619048,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,06,CRUCERO,16885,00023,2, ,1,2,6,162.719047619048,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,06,CRUCERO,16885,00044,3, ,1,2,6,162.719047619048,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,06,CRUCERO,16885,00049,4, ,1,2,6,162.719047619048,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,06,CRUCERO,16885,00058,5, ,1,2,6,162.719047619048,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,06,CRUCERO,16885,00065,6, ,1,2,6,162.719047619048,1, ,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,06,CRUCERO,16885,00090,7, ,1,2,6,162.719047619048,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,06,CRUCERO,16885,00106,8, ,1,2,6,162.719047619048,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,06,CRUCERO,16885,00114,9, ,1,2,6,162.719047619048,1, ,0,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,1,0,1,0,0,0,0,0,0, 
2018,21,PUNO,03,CARABAYA,06,CRUCERO,16885,00123,10, ,1,2,6,162.719047619048,1, ,1,1,1,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,06,CRUCERO,16885,00132,11, ,1,2,6,162.719047619048,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,06,CRUCERO,16885,00143,12, ,1,2,6,162.719047619048,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,06,CRUCERO,16885,00153,13, ,1,2,6,162.719047619048,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,03,CARABAYA,06,CRUCERO,16885,00154,14, ,1,2,6,162.719047619048,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16903,00007,1, ,1,3,7,50.0595238095238,1, ,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16903,00015,2, ,1,3,7,50.0595238095238,1, ,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16903,00016,3, ,1,3,7,50.0595238095238,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16903,00031,4, ,1,3,7,50.0595238095238,1, ,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16903,00046,5, ,1,3,7,50.0595238095238,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16903,00050,6, ,1,3,7,50.0595238095238,1, ,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16903,00059,7, ,1,3,7,50.0595238095238,1, ,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16903,00076,8, ,1,3,7,50.0595238095238,1, ,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16903,00078,9, ,1,3,7,50.0595238095238,1, ,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16903,00090,10, ,1,3,7,50.0595238095238,1, ,1,1,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
2018,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16903,00100,11, ,1,3,7,50.0595238095238,1, ,1,0,2, , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , 
