ANIO,P901,P905,CCPP,NOMBREPV,CCDI,NOMBREDI
2014,2,2,03,CARABAYA,09,SAN GABAN
2014,2,2,03,CARABAYA,09,SAN GABAN
2014,1,2,03,CARABAYA,09,SAN GABAN
2014,2,2,03,CARABAYA,09,SAN GABAN
2014,2,2,03,CARABAYA,09,SAN GABAN
2014,2,2,03,CARABAYA,09,SAN GABAN
2014,2,2,03,CARABAYA,09,SAN GABAN
2014,1,2,03,CARABAYA,09,SAN GABAN
2014,2,2,03,CARABAYA,09,SAN GABAN
2014,2,2,03,CARABAYA,09,SAN GABAN
2014,2,2,03,CARABAYA,09,SAN GABAN
2014,1,2,03,CARABAYA,09,SAN GABAN
2014,2,2,03,CARABAYA,09,SAN GABAN
2014,2,2,03,CARABAYA,09,SAN GABAN
2014,1,2,03,CARABAYA,09,SAN GABAN
2014,2,2,03,CARABAYA,09,SAN GABAN
2014,2,1,03,CARABAYA,09,SAN GABAN
2014,2,2,03,CARABAYA,09,SAN GABAN
2014,1,2,03,CARABAYA,09,SAN GABAN
2014,2,2,03,CARABAYA,09,SAN GABAN
2014,1,2,03,CARABAYA,09,SAN GABAN
2014,1,2,03,CARABAYA,09,SAN GABAN
2014,2,2,03,CARABAYA,09,SAN GABAN
2014,2,2,03,CARABAYA,09,SAN GABAN
2014,2,2,03,CARABAYA,09,SAN GABAN
2014,2,2,03,CARABAYA,09,SAN GABAN
2014,1,2,03,CARABAYA,09,SAN GABAN
2014,1,2,03,CARABAYA,09,SAN GABAN
2014,2,2,03,CARABAYA,09,SAN GABAN
2014,2,2,03,CARABAYA,09,SAN GABAN
2014,1,2,03,CARABAYA,09,SAN GABAN
2014,2,2,03,CARABAYA,09,SAN GABAN
2014,2,2,03,CARABAYA,09,SAN GABAN
2014,2,2,03,CARABAYA,09,SAN GABAN
2014,2,2,03,CARABAYA,09,SAN GABAN
2014,2,2,03,CARABAYA,09,SAN GABAN
2014,1,2,03,CARABAYA,09,SAN GABAN
2014,2,2,03,CARABAYA,09,SAN GABAN
2014,2,2,03,CARABAYA,09,SAN GABAN
2014,2,2,03,CARABAYA,09,SAN GABAN
2014,2,2,03,CARABAYA,03,AYAPATA
2014,2,2,03,CARABAYA,03,AYAPATA
2014,2,2,03,CARABAYA,03,AYAPATA
2014,2,2,03,CARABAYA,03,AYAPATA
2014,2,2,03,CARABAYA,03,AYAPATA
2014,1,2,03,CARABAYA,03,AYAPATA
2014,2,2,03,CARABAYA,03,AYAPATA
2014,2,2,03,CARABAYA,03,AYAPATA
2014,2,2,03,CARABAYA,03,AYAPATA
2014,2,2,03,CARABAYA,03,AYAPATA
2014,1,2,03,CARABAYA,03,AYAPATA
2014,2,2,03,CARABAYA,03,AYAPATA
2014,2,2,03,CARABAYA,03,AYAPATA
2014,2,2,03,CARABAYA,04,COASA
2014,1,2,03,CARABAYA,04,COASA
2014,2,2,03,CARABAYA,04,COASA
2014,1,2,03,CARABAYA,04,COASA
2014,2,2,03,CARABAYA,04,COASA
2014,1,2,03,CARABAYA,04,COASA
2014,2,2,03,CARABAYA,04,COASA
2014,2,2,03,CARABAYA,04,COASA
2014,2,2,03,CARABAYA,04,COASA
2014,2,2,03,CARABAYA,04,COASA
2014,1,2,03,CARABAYA,04,COASA
2014,1,2,03,CARABAYA,04,COASA
2014,2,2,03,CARABAYA,04,COASA
2014,2,2,03,CARABAYA,04,COASA
2014,1,2,03,CARABAYA,01,MACUSANI
2014,2,2,03,CARABAYA,01,MACUSANI
2014,2,2,03,CARABAYA,01,MACUSANI
2014,2,2,03,CARABAYA,01,MACUSANI
2014,2,1,03,CARABAYA,01,MACUSANI
2014,1,2,03,CARABAYA,01,MACUSANI
2014,2,1,03,CARABAYA,01,MACUSANI
2014,2,2,03,CARABAYA,01,MACUSANI
2014,1,2,03,CARABAYA,01,MACUSANI
2014,1,2,03,CARABAYA,01,MACUSANI
2014,1,2,03,CARABAYA,01,MACUSANI
2014,2,2,03,CARABAYA,01,MACUSANI
2014,2,2,03,CARABAYA,01,MACUSANI
2014,1,2,03,CARABAYA,01,MACUSANI
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,1,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,1,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,1,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,1,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,1,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO
2014,2,2,12,SANDIA,07,SAN JUAN DEL ORO
2014,2,2,12,SANDIA,07,SAN JUAN DEL ORO
2014,2,2,12,SANDIA,07,SAN JUAN DEL ORO
2014,2,2,12,SANDIA,07,SAN JUAN DEL ORO
2014,2,2,12,SANDIA,07,SAN JUAN DEL ORO
2014,2,2,12,SANDIA,07,SAN JUAN DEL ORO
2014,2,2,12,SANDIA,07,SAN JUAN DEL ORO
2014,2,2,12,SANDIA,07,SAN JUAN DEL ORO
2014,2,2,12,SANDIA,07,SAN JUAN DEL ORO
2014,2,2,12,SANDIA,07,SAN JUAN DEL ORO
2014,2,2,12,SANDIA,07,SAN JUAN DEL ORO
2014,2,2,12,SANDIA,07,SAN JUAN DEL ORO
2014,2,2,12,SANDIA,07,SAN JUAN DEL ORO
2014,2,2,12,SANDIA,07,SAN JUAN DEL ORO
2014,2,2,12,SANDIA,07,SAN JUAN DEL ORO
2014,2,2,12,SANDIA,07,SAN JUAN DEL ORO
2014,2,2,12,SANDIA,07,SAN JUAN DEL ORO
2014,2,2,12,SANDIA,07,SAN JUAN DEL ORO
2014,1,2,12,SANDIA,07,SAN JUAN DEL ORO
2014,2,2,12,SANDIA,07,SAN JUAN DEL ORO
2014,2,2,12,SANDIA,07,SAN JUAN DEL ORO
2014,2,2,12,SANDIA,07,SAN JUAN DEL ORO
2014,2,2,12,SANDIA,07,SAN JUAN DEL ORO
2014,1,2,12,SANDIA,07,SAN JUAN DEL ORO
2014,2,2,12,SANDIA,07,SAN JUAN DEL ORO
2014,2,2,12,SANDIA,07,SAN JUAN DEL ORO
2014,2,2,12,SANDIA,07,SAN JUAN DEL ORO
2014,2,2,12,SANDIA,07,SAN JUAN DEL ORO
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,1,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,1,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,09,ALTO INAMBARI
2014,2,2,12,SANDIA,05,PHARA
2014,1,2,12,SANDIA,05,PHARA
2014,2,2,12,SANDIA,05,PHARA
2014,2,2,12,SANDIA,05,PHARA
2014,2,2,12,SANDIA,05,PHARA
2014,2,2,12,SANDIA,05,PHARA
2014,2,2,12,SANDIA,05,PHARA
2014,2,2,12,SANDIA,05,PHARA
2014,2,2,12,SANDIA,05,PHARA
2014,2,2,12,SANDIA,05,PHARA
2014,2,2,12,SANDIA,05,PHARA
2014,2,2,12,SANDIA,01,SANDIA
2014,2,2,12,SANDIA,01,SANDIA
2014,2,2,12,SANDIA,01,SANDIA
2014,2,2,12,SANDIA,01,SANDIA
2014,2,2,12,SANDIA,01,SANDIA
2014,2,2,12,SANDIA,01,SANDIA
2014,2,2,12,SANDIA,01,SANDIA
2014,2,2,12,SANDIA,01,SANDIA
2014,2,2,12,SANDIA,01,SANDIA
2014,2,2,12,SANDIA,01,SANDIA
2014,2,2,12,SANDIA,01,SANDIA
2014,2,2,12,SANDIA,01,SANDIA
2014,2,2,12,SANDIA,01,SANDIA
2014,2,2,12,SANDIA,01,SANDIA
2014,2,2,12,SANDIA,01,SANDIA
2014,2,2,12,SANDIA,01,SANDIA
2014,2,2,12,SANDIA,01,SANDIA
2014,2,2,12,SANDIA,01,SANDIA
2014,2,2,12,SANDIA,01,SANDIA
2014,2,2,12,SANDIA,01,SANDIA
2014,2,2,12,SANDIA,01,SANDIA
2014,2,2,12,SANDIA,01,SANDIA
2014,2,2,12,SANDIA,01,SANDIA
2014,2,2,12,SANDIA,01,SANDIA
2014,2,2,12,SANDIA,02,CUYOCUYO
2014,2,2,12,SANDIA,02,CUYOCUYO
2014,2,2,12,SANDIA,02,CUYOCUYO
2014,2,2,12,SANDIA,02,CUYOCUYO
2014,2,2,12,SANDIA,02,CUYOCUYO
2014,2,2,12,SANDIA,02,CUYOCUYO
2014,2,2,12,SANDIA,02,CUYOCUYO
2014,2,2,12,SANDIA,02,CUYOCUYO
2014,2,2,12,SANDIA,02,CUYOCUYO
2014,2,2,12,SANDIA,02,CUYOCUYO
2014,2,2,12,SANDIA,02,CUYOCUYO
2014,2,2,12,SANDIA,02,CUYOCUYO
2014,2,2,12,SANDIA,02,CUYOCUYO
2014,2,2,12,SANDIA,02,CUYOCUYO
2014,2,2,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU
2014,2,2,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU
2014,1,2,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU
2014,2,2,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU
2014,2,2,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU
2014,2,2,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU
2014,2,2,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU
2014,2,2,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU
2014,2,2,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU
2014,2,2,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU
2014,2,2,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU
2014,2,2,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU
2014,2,2,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU
2014,2,2,02,AZANGARO,11,SAN ANTON
2014,2,2,02,AZANGARO,11,SAN ANTON
2014,2,2,02,AZANGARO,11,SAN ANTON
2014,2,2,02,AZANGARO,11,SAN ANTON
2014,2,2,02,AZANGARO,11,SAN ANTON
2014,2,2,02,AZANGARO,11,SAN ANTON
2014,2,2,02,AZANGARO,11,SAN ANTON
2014,2,2,02,AZANGARO,11,SAN ANTON
2014,2,2,02,AZANGARO,11,SAN ANTON
2014,2,2,02,AZANGARO,11,SAN ANTON
2014,2,2,02,AZANGARO,11,SAN ANTON
2014,2,2,02,AZANGARO,11,SAN ANTON
2014,2,2,02,AZANGARO,11,SAN ANTON
2014,2,2,02,AZANGARO,11,SAN ANTON
2014,2,2,02,AZANGARO,08,MUÑANI
2014,2,2,02,AZANGARO,08,MUÑANI
2014,2,2,02,AZANGARO,08,MUÑANI
2014,2,2,02,AZANGARO,08,MUÑANI
2014,2,2,02,AZANGARO,08,MUÑANI
2014,2,2,02,AZANGARO,08,MUÑANI
2014,2,2,02,AZANGARO,08,MUÑANI
2014,2,2,02,AZANGARO,08,MUÑANI
2014,2,2,02,AZANGARO,08,MUÑANI
2014,1,2,02,AZANGARO,08,MUÑANI
2014,2,2,02,AZANGARO,08,MUÑANI
2014,2,2,02,AZANGARO,08,MUÑANI
2014,2,2,02,AZANGARO,08,MUÑANI
2014,1,2,02,AZANGARO,04,ASILLO
2014,2,2,02,AZANGARO,04,ASILLO
2014,1,2,02,AZANGARO,04,ASILLO
2014,2,2,02,AZANGARO,04,ASILLO
2014,1,2,02,AZANGARO,04,ASILLO
2014,2,2,02,AZANGARO,04,ASILLO
2014,2,2,02,AZANGARO,04,ASILLO
2014,2,2,02,AZANGARO,04,ASILLO
2014,2,2,02,AZANGARO,04,ASILLO
2014,2,2,02,AZANGARO,04,ASILLO
2014,2,2,02,AZANGARO,04,ASILLO
2014,2,2,02,AZANGARO,04,ASILLO
2014,2,2,02,AZANGARO,04,ASILLO
2014,2,2,02,AZANGARO,04,ASILLO
2014,1,2,02,AZANGARO,04,ASILLO
2014,1,2,02,AZANGARO,04,ASILLO
2014,2,2,02,AZANGARO,04,ASILLO
2014,2,2,02,AZANGARO,04,ASILLO
2014,2,2,02,AZANGARO,04,ASILLO
2014,1,2,02,AZANGARO,04,ASILLO
2014,1,2,02,AZANGARO,04,ASILLO
2014,2,2,02,AZANGARO,04,ASILLO
2014,2,2,02,AZANGARO,04,ASILLO
2014,1,2,02,AZANGARO,04,ASILLO
2014,1,2,02,AZANGARO,04,ASILLO
2014,2,2,02,AZANGARO,04,ASILLO
2014,2,2,02,AZANGARO,04,ASILLO
2014,2,2,02,AZANGARO,04,ASILLO
2014,1,1,02,AZANGARO,04,ASILLO
2014,1,2,02,AZANGARO,04,ASILLO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,1,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,1,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,1,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,1,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,1,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,01,AZANGARO
2014,2,2,02,AZANGARO,02,ACHAYA
2014,1,2,02,AZANGARO,02,ACHAYA
2014,2,2,02,AZANGARO,02,ACHAYA
2014,2,2,02,AZANGARO,02,ACHAYA
2014,2,2,02,AZANGARO,02,ACHAYA
2014,2,2,02,AZANGARO,02,ACHAYA
2014,2,2,02,AZANGARO,02,ACHAYA
2014,1,2,02,AZANGARO,02,ACHAYA
2014,2,2,02,AZANGARO,02,ACHAYA
2014,1,2,02,AZANGARO,02,ACHAYA
2014,2,2,02,AZANGARO,02,ACHAYA
2014,1,2,02,AZANGARO,02,ACHAYA
2014,2,2,02,AZANGARO,02,ACHAYA
2014,2,2,02,AZANGARO,03,ARAPA
2014,2,2,02,AZANGARO,03,ARAPA
2014,2,2,02,AZANGARO,03,ARAPA
2014,2,2,02,AZANGARO,03,ARAPA
2014,1,2,02,AZANGARO,03,ARAPA
2014,1,2,02,AZANGARO,03,ARAPA
2014,2,2,02,AZANGARO,03,ARAPA
2014,2,2,02,AZANGARO,03,ARAPA
2014,1,2,02,AZANGARO,03,ARAPA
2014,2,2,02,AZANGARO,03,ARAPA
2014,2,2,02,AZANGARO,03,ARAPA
2014,2,2,02,AZANGARO,03,ARAPA
2014,2,2,02,AZANGARO,03,ARAPA
2014,2,2,02,AZANGARO,03,ARAPA
2014,2,2,02,AZANGARO,03,ARAPA
2014,2,2,02,AZANGARO,03,ARAPA
2014,2,2,02,AZANGARO,03,ARAPA
2014,2,2,02,AZANGARO,03,ARAPA
2014,2,2,02,AZANGARO,03,ARAPA
2014,2,2,02,AZANGARO,03,ARAPA
2014,2,2,02,AZANGARO,03,ARAPA
2014,2,2,02,AZANGARO,03,ARAPA
2014,2,2,02,AZANGARO,03,ARAPA
2014,2,2,02,AZANGARO,03,ARAPA
2014,2,2,02,AZANGARO,03,ARAPA
2014,2,2,02,AZANGARO,03,ARAPA
2014,2,2,02,AZANGARO,03,ARAPA
2014,2,2,02,AZANGARO,06,CHUPA
2014,2,2,02,AZANGARO,06,CHUPA
2014,1,1,02,AZANGARO,06,CHUPA
2014,2,2,02,AZANGARO,06,CHUPA
2014,2,2,02,AZANGARO,06,CHUPA
2014,2,2,02,AZANGARO,06,CHUPA
2014,2,2,02,AZANGARO,06,CHUPA
2014,2,2,02,AZANGARO,06,CHUPA
2014,2,2,02,AZANGARO,06,CHUPA
2014,2,2,02,AZANGARO,06,CHUPA
2014,2,2,02,AZANGARO,06,CHUPA
2014,2,2,02,AZANGARO,06,CHUPA
2014,2,2,02,AZANGARO,06,CHUPA
2014,2,2,02,AZANGARO,06,CHUPA
2014,1,1,02,AZANGARO,10,SAMAN
2014,2,1,02,AZANGARO,10,SAMAN
2014,2,1,02,AZANGARO,10,SAMAN
2014,1,2,02,AZANGARO,10,SAMAN
2014,2,1,02,AZANGARO,10,SAMAN
2014,2,2,02,AZANGARO,10,SAMAN
2014,2,1,02,AZANGARO,10,SAMAN
2014,2,1,02,AZANGARO,10,SAMAN
2014,1,1,02,AZANGARO,10,SAMAN
2014,2,1,02,AZANGARO,10,SAMAN
2014,2,2,02,AZANGARO,10,SAMAN
2014,2,1,02,AZANGARO,10,SAMAN
2014,2,2,02,AZANGARO,10,SAMAN
2014,2,1,02,AZANGARO,10,SAMAN
2014,2,2,08,MELGAR,05,MACARI
2014,2,2,08,MELGAR,05,MACARI
2014,2,2,08,MELGAR,05,MACARI
2014,2,2,08,MELGAR,05,MACARI
2014,2,2,08,MELGAR,05,MACARI
2014,2,2,08,MELGAR,05,MACARI
2014,2,2,08,MELGAR,05,MACARI
2014,2,2,08,MELGAR,05,MACARI
2014,2,2,08,MELGAR,05,MACARI
2014,2,2,08,MELGAR,05,MACARI
2014,2,2,08,MELGAR,05,MACARI
2014,2,2,08,MELGAR,05,MACARI
2014,2,2,08,MELGAR,05,MACARI
2014,2,2,08,MELGAR,05,MACARI
2014,2,2,08,MELGAR,05,MACARI
2014,2,2,08,MELGAR,05,MACARI
2014,2,2,08,MELGAR,05,MACARI
2014,2,2,08,MELGAR,05,MACARI
2014,2,2,08,MELGAR,05,MACARI
2014,2,2,08,MELGAR,05,MACARI
2014,2,2,08,MELGAR,05,MACARI
2014,2,2,08,MELGAR,05,MACARI
2014,2,2,08,MELGAR,05,MACARI
2014,2,2,08,MELGAR,05,MACARI
2014,2,2,08,MELGAR,05,MACARI
2014,2,2,08,MELGAR,05,MACARI
2014,2,2,08,MELGAR,05,MACARI
2014,2,2,08,MELGAR,05,MACARI
2014,2,2,08,MELGAR,07,ORURILLO
2014,2,2,08,MELGAR,07,ORURILLO
2014,2,2,08,MELGAR,07,ORURILLO
2014,2,2,08,MELGAR,07,ORURILLO
2014,2,2,08,MELGAR,07,ORURILLO
2014,2,2,08,MELGAR,07,ORURILLO
2014,2,2,08,MELGAR,07,ORURILLO
2014,2,2,08,MELGAR,07,ORURILLO
2014,2,2,08,MELGAR,07,ORURILLO
2014,2,2,08,MELGAR,07,ORURILLO
2014,2,2,08,MELGAR,07,ORURILLO
2014,1,2,08,MELGAR,07,ORURILLO
2014,2,2,08,MELGAR,07,ORURILLO
2014,2,2,08,MELGAR,07,ORURILLO
2014,2,2,08,MELGAR,01,AYAVIRI
2014,2,2,08,MELGAR,01,AYAVIRI
2014,2,2,08,MELGAR,01,AYAVIRI
2014,2,2,08,MELGAR,01,AYAVIRI
2014,2,2,08,MELGAR,01,AYAVIRI
2014,2,2,08,MELGAR,01,AYAVIRI
2014,2,2,08,MELGAR,01,AYAVIRI
2014,2,2,08,MELGAR,01,AYAVIRI
2014,2,2,08,MELGAR,01,AYAVIRI
2014,2,2,08,MELGAR,01,AYAVIRI
2014,2,2,08,MELGAR,01,AYAVIRI
2014,2,2,08,MELGAR,01,AYAVIRI
2014,2,2,08,MELGAR,01,AYAVIRI
2014,2,2,08,MELGAR,01,AYAVIRI
2014,2,2,08,MELGAR,01,AYAVIRI
2014,2,2,08,MELGAR,01,AYAVIRI
2014,2,2,08,MELGAR,01,AYAVIRI
2014,2,2,08,MELGAR,01,AYAVIRI
2014,2,2,08,MELGAR,01,AYAVIRI
2014,2,2,08,MELGAR,01,AYAVIRI
2014,1,2,08,MELGAR,01,AYAVIRI
2014,2,2,08,MELGAR,01,AYAVIRI
2014,2,2,08,MELGAR,01,AYAVIRI
2014,2,2,08,MELGAR,01,AYAVIRI
2014,2,2,08,MELGAR,01,AYAVIRI
2014,2,2,08,MELGAR,01,AYAVIRI
2014,2,2,08,MELGAR,01,AYAVIRI
2014,2,2,08,MELGAR,01,AYAVIRI
2014,2,2,08,MELGAR,01,AYAVIRI
2014,2,2,08,MELGAR,01,AYAVIRI
2014,2,2,08,MELGAR,01,AYAVIRI
2014,1,2,08,MELGAR,01,AYAVIRI
2014,2,2,08,MELGAR,01,AYAVIRI
2014,1,2,08,MELGAR,01,AYAVIRI
2014,1,2,08,MELGAR,01,AYAVIRI
2014,2,2,08,MELGAR,01,AYAVIRI
2014,2,2,08,MELGAR,01,AYAVIRI
2014,2,2,08,MELGAR,01,AYAVIRI
2014,1,2,08,MELGAR,01,AYAVIRI
2014,1,2,08,MELGAR,09,UMACHIRI
2014,2,2,08,MELGAR,09,UMACHIRI
2014,2,2,08,MELGAR,03,CUPI
2014,2,2,08,MELGAR,03,CUPI
2014,2,2,08,MELGAR,03,CUPI
2014,1,2,08,MELGAR,03,CUPI
2014,1,2,08,MELGAR,03,CUPI
