ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,ESTRATO,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P101A,P102_1,P102_2,P1001A_1,P1001A_2A_1,P1001A_2A_2,P1001A_2B_1,P1001A_2B_2,P1001A_2A_1C,P1001A_2A_2C,P1001A_2B_1C,P1001A_2B_2C,P1001A_3,P1001A_4,P1001A_5,P1001A_5A,P1001A_5B,P1001A_6A,P1001A_6B,P1001A_6C,P1001A_TOTAL,P1002B_1,P1002B_1A,P1002B_1B,P1002B_2,P1002B_3,P1002B_4,P1002B_5,P1002B_6,P1002B_7A_1,P1002B_7A_2,P1002B_7B_1,P1002B_7B_2,P1002B_7A_1C,P1002B_7A_2C,P1002B_7B_1C,P1002B_7B_2C,P1002B_8,P1002B_9,P1002B_9A,P1002B_9B,P1002B_10A,P1002B_10B,P1002B_TOTAL,P1000_TOTAL,OMICAP1000
2019,21,PUNO,03,CARABAYA,08,OLLACHEA,16822,00077,11, ,1,2,6,162.719047619048,1, ,1,1,0,0,0,280,0, , ,2, ,0,0,750,0,0,0,0,0,1030,1400, , ,0,0,25,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,1425,2455, 
2019,21,PUNO,03,CARABAYA,08,OLLACHEA,16822,00082,12, ,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,250,0,0,0,0,0,250,880, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,880,1130, 
2019,21,PUNO,03,CARABAYA,08,OLLACHEA,16822,00094,13, ,1,2,6,162.719047619048,1, ,1,1,0,0,0,400,40, , ,1,1,0,0,0,0,0,0,0,20,460,900, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,900,1360, 
2019,21,PUNO,03,CARABAYA,08,OLLACHEA,16822,00101,14, ,1,2,6,162.719047619048,1, ,1,0,0,0,0,210,120, , ,2,2,0,0,0,0,0,0,0,120,450, , , , , , , , , , , , , , , , , , , , , , , ,450, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16828,00014,1, ,1,3,7,50.0595238095238,1, ,1,0,0,0,0,200,120, , ,5,3,0,0,0,0,0,0,0,45,365, , , , , , , , , , , , , , , , , , , , , , , ,365, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16828,00026,2, ,1,3,7,50.0595238095238,1, ,1,1,0,0,0,400,180, , ,10,5,0,0,0,0,0,0,0,36,616,500, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,500,1116, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16828,00037,3, ,1,3,7,50.0595238095238,1, ,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,25,25, , , , , , , , , , , , , , , , , , , , , , , ,25, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16828,00038,4, ,1,3,7,50.0595238095238,1, ,1,0,0,0,0,5600,0, , ,20, ,0,0,300,0,0,0,0,110,6010, , , , , , , , , , , , , , , , , , , , , , , ,6010, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16828,00046,5, ,1,3,7,50.0595238095238,1, ,1,0,0,0,0,400,0, , ,1, ,0,0,0,0,0,0,0,0,400, , , , , , , , , , , , , , , , , , , , , , , ,400, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16828,00053,6, ,1,3,7,50.0595238095238,1, ,1,1,0,0,0,480,80, , ,12,2,0,0,0,0,0,0,0,45,605,400, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,400,1005, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16828,00057,7, ,1,3,7,50.0595238095238,1, ,1,1,0,0,0,2000,160, , ,5,4,0,0,0,0,0,0,0,35,2195,800, , ,5,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,805,3000, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16828,00065,8, ,1,3,7,50.0595238095238,1, ,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , ,0, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16828,00067,9, ,1,3,7,50.0595238095238,1, ,1,0,0,0,0,0,320, , , ,8,0,0,0,0,0,0,0,45,365, , , , , , , , , , , , , , , , , , , , , , , ,365, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16828,00068,10, ,1,3,7,50.0595238095238,1, ,1,1,0,0,0,160,0, , ,4, ,0,0,0,0,0,0,0,20,180,600, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,600,780, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16828,00076,11, ,1,3,7,50.0595238095238,1, ,1,0,0,0,0,2000,600, , ,25,15,0,0,4200,0,0,0,0,245,7045, , , , , , , , , , , , , , , , , , , , , , , ,7045, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16828,00086,12, ,1,3,7,50.0595238095238,1, ,1,0,0,0,0,1610,150, , ,10,5,0,0,0,0,0,0,0,0,1760, , , , , , , , , , , , , , , , , , , , , , , ,1760, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16828,00093,13, ,1,3,7,50.0595238095238,1, ,1,1,0,0,0,480,200, , ,12,5,0,0,2110,0,0,0,0,55,2845,750, , ,0,0,10,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,760,3605, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16828,00099,14, ,1,3,7,50.0595238095238,1, ,1,0,0,0,0,180,0, , ,1, ,0,0,0,0,0,0,0,60,240, , , , , , , , , , , , , , , , , , , , , , , ,240, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16830,00003,1, ,1,3,7,50.0595238095238,1, ,1,1,0,0,0,560,0, , ,2, ,0,0,0,0,0,0,0,500,1060,535, , ,0,0,0,5,0,0,0,0,0, , , , ,0,0,0,0,0,0,540,1600, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16830,00010,2, ,1,3,7,50.0595238095238,1, ,1,1,0,0,0,880,0, , ,22, ,0,0,0,1500,0,0,300,120,2800,450, , ,0,0,15,8,0,0,0,0,0, , , , ,0,0,0,0,0,0,473,3273, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16830,00020,3, ,1,3,7,50.0595238095238,1, ,1,0,0,0,0,400,0, , ,10, ,0,0,0,0,0,0,0,60,460, , , , , , , , , , , , , , , , , , , , , , , ,460, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16830,00030,4, ,1,3,7,50.0595238095238,1, ,1,0,0,0,0,1800,0, , ,4, ,0,0,0,0,0,0,0,60,1860, , , , , , , , , , , , , , , , , , , , , , , ,1860, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16830,00045,5, ,1,3,7,50.0595238095238,1, ,1,0,0,0,0,1600,0, , ,4, ,0,0,0,0,0,0,0,20,1620, , , , , , , , , , , , , , , , , , , , , , , ,1620, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16830,00053,6, ,1,3,7,50.0595238095238,1, ,1,0,0,0,0,2800,0, , ,5, ,0,0,0,0,0,0,90,60,2950, , , , , , , , , , , , , , , , , , , , , , , ,2950, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16830,00062,7, ,1,3,7,50.0595238095238,1, ,1,1,0,0,0,160,0, , ,4, ,0,0,0,0,0,0,0,60,220,400, , ,15,0,0,10,0,0,0,0,0, , , , ,0,0,0,0,0,0,425,645, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16830,00074,8, ,1,3,7,50.0595238095238,1, ,1,1,0,0,0,2400,0, , ,16, ,0,0,600,0,0,0,153,60,3213,1000, , ,0,0,0,10,0,0,0,0,0, , , , ,0,0,0,0,0,0,1010,4223, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16830,00086,9, ,1,3,7,50.0595238095238,1, ,1,0,0,0,0,0,0, , , , ,0,0,300,0,0,0,0,30,330, , , , , , , , , , , , , , , , , , , , , , , ,330, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16830,00099,10, ,1,3,7,50.0595238095238,1, ,1,1,0,0,0,3600,0, , ,6, ,0,0,0,0,0,0,0,180,3780,450, , ,0,0,0,15,0,0,0,0,0, , , , ,0,0,0,0,0,0,465,4245, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16830,00120,11, ,1,3,7,50.0595238095238,1, ,1,1,0,0,0,320,0, , ,8, ,0,0,2100,0,0,0,90,60,2570,750, , ,0,0,0,8,0,0,0,0,0, , , , ,0,0,0,0,0,0,758,3328, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16830,00132,12, ,1,3,7,50.0595238095238,1, ,1,0,0,0,0,3600,1800, , ,12,8,0,0,0,0,0,0,0,90,5490, , , , , , , , , , , , , , , , , , , , , , , ,5490, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16830,00135,13, ,1,3,7,50.0595238095238,1, ,1,1,0,0,0,3200,1200, , ,5,3,0,0,0,0,0,0,0,60,4460,300, , ,0,0,10,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,310,4770, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16830,00146,14, ,1,3,7,50.0595238095238,1, ,1,1,0,0,0,1000,0, , ,25, ,0,0,0,800,0,0,100,90,1990,550, , ,0,0,20,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,570,2560, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16831,00009,1, ,1,3,7,50.0595238095238,1, ,1,1,0,0,0,2500,750, , ,5,3,0,0,0,0,0,110,20,0,3380,2500, , ,100,0,0,30,0,0,0,0,120, , , ,2,0,0,0,0,0,0,2750,6130, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16831,00012,2, ,1,3,7,50.0595238095238,1, ,1,1,0,0,0,240,300, , ,3,2,0,0,80,0,0,0,0,50,670,250, , ,0,0,10,10,0,0,0,0,0, , , , ,0,0,0,0,0,0,270,940, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16831,00027,4, ,1,3,7,50.0595238095238,1, ,1,1,0,0,0,3210,105, , ,4,1,0,0,0,0,0,0,0,150,3465,900, , ,0,0,10,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,910,4375, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16831,00029,5, ,1,3,7,50.0595238095238,1, ,1,0,0,0,0,2660,710, , ,5,4,0,0,0,0,0,200,100,60,3730, , , , , , , , , , , , , , , , , , , , , , , ,3730, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16831,00041,6, ,1,3,7,50.0595238095238,1, ,1,0,0,0,0,2500,0, , ,5, ,0,0,0,0,0,50,600,150,3300, , , , , , , , , , , , , , , , , , , , , , , ,3300, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16831,00042,7, ,1,3,7,50.0595238095238,1, ,1,0,0,0,0,800,0, , ,1, ,0,0,0,0,0,0,0,0,800, , , , , , , , , , , , , , , , , , , , , , , ,800, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16831,00061,9, ,1,3,7,50.0595238095238,1, ,1,0,0,0,0,350,0, , ,1, ,0,0,0,0,0,0,0,60,410, , , , , , , , , , , , , , , , , , , , , , , ,410, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16831,00071,10, ,1,3,7,50.0595238095238,1, ,1,1,0,0,0,1200,640, , ,2,2,0,0,200,0,0,0,0,150,2190,900, , ,0,0,50,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,950,3140, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16831,00080,11, ,1,3,7,50.0595238095238,1, ,1,0,0,0,0,0,30, , , ,1,0,0,0,0,0,0,0,0,30, , , , , , , , , , , , , , , , , , , , , , , ,30, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16831,00088,12, ,1,3,7,50.0595238095238,1, ,1,1,0,0,0,3100,750, , ,7,1,0,0,300,0,0,180,170,250,4750,1000, , ,0,0,30,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,1030,5780, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16831,00097,13, ,1,3,7,50.0595238095238,1, ,1,0,0,0,0,250,0, , ,1, ,0,0,0,0,0,0,0,100,350, , , , , , , , , , , , , , , , , , , , , , , ,350, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16831,00103,14, ,1,3,7,50.0595238095238,1, ,1,1,0,0,0,1000,250, , ,2,1,0,0,200,0,0,10,500,150,2110,5000, , ,0,0,0,10,0,0,0,0,350, , , ,1,0,0,0,0,0,0,5360,7470, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00008,1, ,1,3,7,50.0595238095238,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,0,0,500, , ,0,0,40,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,540,540, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00015,2, ,1,3,7,50.0595238095238,1, ,1,0,0,0,0,0,0, , , , ,0,0,0,500,0,0,0,40,540, , , , , , , , , , , , , , , , , , , , , , , ,540, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00040,3, ,1,3,7,50.0595238095238,1, ,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , ,0, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00051,4, ,1,3,7,50.0595238095238,1, ,1,1,0,0,0,160,0, , ,1, ,0,0,0,0,0,0,0,0,160,2000, , ,0,0,0,5,0,0,0,0,0, , , , ,0,0,0,0,0,0,2005,2165, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00068,5, ,1,3,7,50.0595238095238,1, ,1,1,0,0,0,400,0, , ,1, ,0,0,160,0,0,0,0,0,560,1000, , ,0,0,10,5,0,0,0,0,0, , , , ,0,0,0,0,0,0,1015,1575, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00087,6, ,1,3,7,50.0595238095238,1, ,1,1,0,0,0,400,0, , ,1, ,0,0,57,0,0,0,0,100,557,400, , ,0,0,5,2,0,0,0,0,0, , , , ,0,0,0,0,0,0,407,964, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00106,7, ,1,3,7,50.0595238095238,1, ,1,1,0,0,0,120,105, , ,3,3,0,0,100,0,0,0,0,0,325,10000, , ,20,0,30,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,10050,10375, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00130,8, ,1,3,7,50.0595238095238,1, ,1,1,0,0,0,200,0, , ,1, ,0,0,250,0,0,0,0,0,450,2500, , ,0,0,50,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,2550,3000, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00140,9, ,1,3,7,50.0595238095238,1, ,1,1,0,0,0,400,0, , ,1, ,0,0,0,0,0,0,0,0,400,120, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,120,520, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00162,10, ,1,3,7,50.0595238095238,1, ,1,0,0,0,0,800,500, , ,1,1,0,0,0,0,0,0,0,0,1300, , , , , , , , , , , , , , , , , , , , , , , ,1300, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00188,11, ,1,3,7,50.0595238095238,1, ,1,1,0,0,0,80,35, , ,2,1,0,0,0,0,0,0,0,0,115,1200, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,1200,1315, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00198,12, ,1,3,7,50.0595238095238,1, ,1,0,0,0,0,400,35, , ,1,1,0,0,0,0,0,0,0,0,435, , , , , , , , , , , , , , , , , , , , , , , ,435, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00207,13, ,1,3,7,50.0595238095238,1, ,1,1,0,0,0,400,35, , ,1,1,0,0,1005,0,0,0,0,0,1440,2000, , ,0,0,100,5,0,0,0,0,0, , , , ,0,0,0,0,0,0,2105,3545, 
2019,21,PUNO,03,CARABAYA,09,SAN GABAN,16833,00209,14, ,1,3,7,50.0595238095238,1, ,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , ,0, 
2019,21,PUNO,03,CARABAYA,03,AYAPATA,16837,00002,1, ,1,2,6,175.235897435897,1, ,1,0,0,0,0,1600,0, , ,4, ,0,0,0,0,0,0,0,150,1750, , , , , , , , , , , , , , , , , , , , , , , ,1750, 
2019,21,PUNO,03,CARABAYA,03,AYAPATA,16837,00016,2, ,1,2,6,175.235897435897,1, ,1,0,0,0,0,840,0, , ,3, ,0,0,0,320,0,0,80,100,1340, , , , , , , , , , , , , , , , , , , , , , , ,1340, 
2019,21,PUNO,03,CARABAYA,03,AYAPATA,16837,00017,3, ,1,2,6,175.235897435897,1, ,1,1,0,0,0,1050,200, , ,5,2,0,0,0,0,0,0,0,50,1300,2400, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,2400,3700, 
2019,21,PUNO,03,CARABAYA,03,AYAPATA,16837,00027,4, ,1,2,6,175.235897435897,1, ,1,0,0,0,0,280,70, , ,2,1,0,0,0,0,0,0,0,60,410, , , , , , , , , , , , , , , , , , , , , , , ,410, 
2019,21,PUNO,03,CARABAYA,03,AYAPATA,16837,00036,5, ,1,2,6,175.235897435897,1, ,1,1,0,0,0,400,0, , ,2, ,0,0,0,0,0,0,0,50,450,250, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,250,700, 
2019,21,PUNO,03,CARABAYA,03,AYAPATA,16837,00046,6, ,1,2,6,175.235897435897,1, ,1,0,0,0,0,300,0, , ,2, ,0,0,0,0,0,0,0,171,471, , , , , , , , , , , , , , , , , , , , , , , ,471, 
2019,21,PUNO,03,CARABAYA,03,AYAPATA,16837,00056,7, ,1,2,6,175.235897435897,1, ,1,0,0,0,0,750,750, , ,3,3,0,0,0,0,0,0,0,100,1600, , , , , , , , , , , , , , , , , , , , , , , ,1600, 
2019,21,PUNO,03,CARABAYA,03,AYAPATA,16837,00058,8, ,1,2,6,175.235897435897,1, ,1,1,0,0,0,280,280, , ,2,2,0,0,0,0,0,0,0,20,580,800, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,800,1380, 
2019,21,PUNO,03,CARABAYA,03,AYAPATA,16837,00067,9, ,1,2,6,175.235897435897,1, ,1,1,0,0,0,360,360, , ,3,4,0,0,0,800,0,0,80,50,1650,150, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,150,1800, 
2019,21,PUNO,03,CARABAYA,03,AYAPATA,16837,00077,10, ,1,2,6,175.235897435897,1, ,1,1,0,0,0,320,0, , ,2, ,0,0,0,0,0,0,0,45,365,300, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,300,665, 
2019,21,PUNO,03,CARABAYA,03,AYAPATA,16837,00087,11, ,1,2,6,175.235897435897,1, ,1,0,0,0,0,900,0, , ,2, ,0,0,0,0,0,0,0,30,930, , , , , , , , , , , , , , , , , , , , , , , ,930, 
2019,21,PUNO,03,CARABAYA,03,AYAPATA,16837,00102,13, ,1,2,6,175.235897435897,1, ,1,1,0,0,0,735,0, , ,3, ,0,0,0,250,0,0,12,102,1099,500, , ,0,0,2,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,502,1601, 
2019,21,PUNO,03,CARABAYA,03,AYAPATA,16837,00110,14, ,1,2,6,175.235897435897,1, ,1,0,0,0,0,160,0, , ,2, ,0,0,0,0,0,0,0,30,190, , , , , , , , , , , , , , , , , , , , , , , ,190, 
2019,21,PUNO,03,CARABAYA,03,AYAPATA,16843,00007,1, ,1,2,6,162.719047619048,1, ,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , ,0, 
2019,21,PUNO,03,CARABAYA,03,AYAPATA,16843,00009,2, ,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,0,0,200, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,200,200, 
2019,21,PUNO,03,CARABAYA,03,AYAPATA,16843,00028,3, ,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,60,0,0,0,0,0,60,800, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,800,860, 
2019,21,PUNO,03,CARABAYA,03,AYAPATA,16843,00034,4, ,1,2,6,162.719047619048,1, ,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , ,0, 
2019,21,PUNO,03,CARABAYA,03,AYAPATA,16843,00039,5, ,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,0,0,800, , ,0,0,50,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,850,850, 
2019,21,PUNO,03,CARABAYA,03,AYAPATA,16843,00051,6, ,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,180,0,0,0,0,0,180,800, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,800,980, 
2019,21,PUNO,03,CARABAYA,03,AYAPATA,16843,00065,7, ,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,0,0,600, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,600,600, 
2019,21,PUNO,03,CARABAYA,03,AYAPATA,16843,00076,8, ,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,60,0,0,0,0,0,60,600, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,600,660, 
2019,21,PUNO,03,CARABAYA,03,AYAPATA,16843,00077,9, ,1,2,6,162.719047619048,1, ,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , ,0, 
2019,21,PUNO,03,CARABAYA,03,AYAPATA,16843,00093,10, ,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,120,0,0,0,0,0,120,800, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,800,920, 
2019,21,PUNO,03,CARABAYA,03,AYAPATA,16843,00108,11, ,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,0,0,200, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,200,200, 
2019,21,PUNO,03,CARABAYA,03,AYAPATA,16843,00110,12, ,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,120,0,0,0,0,0,120,5000, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,5000,5120, 
2019,21,PUNO,03,CARABAYA,03,AYAPATA,16843,00140,13, ,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,120,0,0,0,0,0,120,2400, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,2400,2520, 
2019,21,PUNO,03,CARABAYA,03,AYAPATA,16843,00151,14, ,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,60,0,0,0,0,0,60,4000, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,4000,4060, 
2019,21,PUNO,03,CARABAYA,04,COASA,16850,00010,1, ,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,0,0,300, , ,20,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,320,320, 
