ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,ESTRATO,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P102_1,P102_2,P1001A_1,P1001A_2A_1,P1001A_2A_2,P1001A_2B_1,P1001A_2B_2,P1001A_2A_1C,P1001A_2A_2C,P1001A_2B_1C,P1001A_2B_2C,P1001A_3,P1001A_4,P1001A_5,P1001A_5A,P1001A_5B,P1001A_6A,P1001A_6B,P1001A_6C,P1001A_TOTAL,P1002B_1,P1002B_1A,P1002B_1B,P1002B_2,P1002B_3,P1002B_4,P1002B_5,P1002B_6,P1002B_7A_1,P1002B_7A_2,P1002B_7B_1,P1002B_7B_2,P1002B_7A_1C,P1002B_7A_2C,P1002B_7B_1C,P1002B_7B_2C,P1002B_8,P1002B_9,P1002B_9A,P1002B_9B,P1002B_10A,P1002B_10B,P1002B_TOTAL,P1000_TOTAL,OMICAP1000
2017,21,PUNO,12,SANDIA,05,PHARA,16950,00133,14, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,80, , , ,2,0,0,240,0,0,0,0,0,320,800, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,250,1050,1370, 
2017,21,PUNO,12,SANDIA,04,PATAMBUCO,16959,00007,1, ,1,2,6,162.719047619048,1,1,1,50,0,0,0,0, , , , ,0,0,60,0,0,0,0,0,110,300, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,300,410, 
2017,21,PUNO,12,SANDIA,04,PATAMBUCO,16959,00013,2, ,1,2,6,162.719047619048,1,1,0,30,0,0,0,0, , , , ,0,0,240,0,0,0,0,0,270, , , , , , , , , , , , , , , , , , , , , , , ,270, 
2017,21,PUNO,12,SANDIA,04,PATAMBUCO,16959,00032,3, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,0, , , , ,0,0,1140,0,0,0,0,0,1140,300, , ,0,0,20,0,0,0,0,200,0, , ,1, ,0,0,0,0,0,0,520,1660, 
2017,21,PUNO,12,SANDIA,04,PATAMBUCO,16959,00033,4, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,0, , , , ,0,0,180,0,0,0,0,0,180,200, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,200,380, 
2017,21,PUNO,12,SANDIA,04,PATAMBUCO,16959,00052,5, ,1,2,6,162.719047619048,1,1,1,13,0,0,0,0, , , , ,0,0,448,0,0,0,0,0,461,500, , ,0,0,10,5,50,0,0,0,0, , , , ,0,0,0,0,0,0,565,1026, 
2017,21,PUNO,12,SANDIA,04,PATAMBUCO,16959,00056,6, ,1,2,6,162.719047619048,1,1,1,50,0,0,0,0, , , , ,0,0,440,0,0,0,0,0,490,300, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,300,790, 
2017,21,PUNO,12,SANDIA,04,PATAMBUCO,16959,00071,7, ,1,2,6,162.719047619048,1,1,1,50,0,0,0,0, , , , ,0,0,338,0,0,0,0,0,388,300, , ,0,0,10,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,310,698, 
2017,21,PUNO,12,SANDIA,04,PATAMBUCO,16959,00084,8, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,0, , , , ,0,0,365,0,0,0,0,0,365,200, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,200,565, 
2017,21,PUNO,12,SANDIA,04,PATAMBUCO,16959,00095,9, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,0, , , , ,0,0,400,0,0,0,0,0,400,200, , ,0,0,5,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,205,605, 
2017,21,PUNO,12,SANDIA,04,PATAMBUCO,16959,00100,10, ,1,2,6,162.719047619048,1,1,0,25,0,0,0,0, , , , ,0,0,100,0,0,0,0,0,125, , , , , , , , , , , , , , , , , , , , , , , ,125, 
2017,21,PUNO,12,SANDIA,04,PATAMBUCO,16959,00117,11, ,1,2,6,162.719047619048,1,1,0,60,0,0,400,80, , ,1,2,0,0,450,0,0,0,0,72,1062, , , , , , , , , , , , , , , , , , , , , , , ,1062, 
2017,21,PUNO,12,SANDIA,04,PATAMBUCO,16959,00118,12, ,1,2,6,162.719047619048,1,1,1,0,0,0,80,80, , ,2,2,0,0,248,0,0,0,0,0,408,200, , ,0,0,0,36,0,0,0,0,0, , , , ,0,0,0,0,0,0,236,644, 
2017,21,PUNO,12,SANDIA,04,PATAMBUCO,16959,00132,13, ,1,2,6,162.719047619048,1,1,1,50,0,0,0,50, , , ,1,0,0,600,0,0,0,0,0,700,200, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,200,900, 
2017,21,PUNO,12,SANDIA,04,PATAMBUCO,16959,00139,14, ,1,2,6,162.719047619048,1,1,0,0,0,0,0,0, , , , ,0,0,80,0,0,0,0,0,80, , , , , , , , , , , , , , , , , , , , , , , ,80, 
2017,21,PUNO,10,SAN ANTONIO DE PUTINA,01,PUTINA,17005,00003,1, ,1,2,6,162.719047619048,1,0,1, , , , , , , , , , , , , , , , , , ,1800, , ,250,0,120,50,550,0,0,0,0, , , , ,0,0,0,0,0,0,2770,2770, 
2017,21,PUNO,10,SAN ANTONIO DE PUTINA,01,PUTINA,17005,00011,2, ,1,2,6,162.719047619048,1,0,1, , , , , , , , , , , , , , , , , , ,800, , ,120,0,120,60,120,0,0,0,0, , , , ,0,0,0,0,0,0,1220,1220, 
2017,21,PUNO,10,SAN ANTONIO DE PUTINA,01,PUTINA,17005,00020,3, ,1,2,6,162.719047619048,1,0,1, , , , , , , , , , , , , , , , , , ,1200, , ,160,0,120,40,300,0,0,0,0, , , , ,0,0,0,0,0,0,1820,1820, 
2017,21,PUNO,10,SAN ANTONIO DE PUTINA,01,PUTINA,17005,00028,4, ,1,2,6,162.719047619048,1,0,1, , , , , , , , , , , , , , , , , , ,700, , ,120,0,150,40,180,0,0,0,0, , , , ,0,0,0,0,0,0,1190,1190, 
2017,21,PUNO,10,SAN ANTONIO DE PUTINA,01,PUTINA,17005,00036,5, ,1,2,6,162.719047619048,1,0,1, , , , , , , , , , , , , , , , , , ,1100, , ,120,0,160,40,250,0,0,0,0, , , , ,0,0,0,0,0,0,1670,1670, 
2017,21,PUNO,10,SAN ANTONIO DE PUTINA,01,PUTINA,17005,00045,6, ,1,2,6,162.719047619048,1,0,1, , , , , , , , , , , , , , , , , , ,500, , ,100,0,150,50,0,0,0,0,0, , , , ,0,0,0,0,0,0,800,800, 
2017,21,PUNO,10,SAN ANTONIO DE PUTINA,01,PUTINA,17005,00053,7, ,1,2,6,162.719047619048,1,0,1, , , , , , , , , , , , , , , , , , ,1200, , ,250,0,160,0,200,0,0,0,0, , , , ,0,0,0,0,0,0,1810,1810, 
2017,21,PUNO,10,SAN ANTONIO DE PUTINA,01,PUTINA,17005,00063,8, ,1,2,6,162.719047619048,1,0,1, , , , , , , , , , , , , , , , , , ,1100, , ,150,0,160,0,200,0,0,0,0, , , , ,0,0,0,0,0,0,1610,1610, 
2017,21,PUNO,10,SAN ANTONIO DE PUTINA,01,PUTINA,17005,00071,9, ,1,2,6,162.719047619048,1,0,1, , , , , , , , , , , , , , , , , , ,600, , ,120,0,140,0,200,0,0,0,0, , , , ,0,0,0,0,0,0,1060,1060, 
2017,21,PUNO,10,SAN ANTONIO DE PUTINA,01,PUTINA,17005,00079,10, ,1,2,6,162.719047619048,1,0,1, , , , , , , , , , , , , , , , , , ,600, , ,100,0,150,40,200,0,0,0,0, , , , ,0,0,0,0,0,0,1090,1090, 
2017,21,PUNO,10,SAN ANTONIO DE PUTINA,01,PUTINA,17005,00088,11, ,1,2,6,162.719047619048,1,0,1, , , , , , , , , , , , , , , , , , ,1100, , ,120,0,100,60,64,0,0,0,0, , , , ,0,0,0,0,0,0,1444,1444, 
2017,21,PUNO,10,SAN ANTONIO DE PUTINA,01,PUTINA,17005,00096,12, ,1,2,6,162.719047619048,1,0,1, , , , , , , , , , , , , , , , , , ,500, , ,120,0,160,40,200,0,0,0,0, , , , ,0,0,0,0,0,0,1020,1020, 
2017,21,PUNO,10,SAN ANTONIO DE PUTINA,01,PUTINA,17005,00104,13, ,1,2,6,162.719047619048,1,0,1, , , , , , , , , , , , , , , , , , ,1200, , ,300,0,250,60,0,0,0,0,0, , , , ,0,0,0,0,0,0,1810,1810, 
2017,21,PUNO,10,SAN ANTONIO DE PUTINA,01,PUTINA,17005,00113,14, ,1,2,6,162.719047619048,1,0,1, , , , , , , , , , , , , , , , , , ,2500, , ,800,0,350,60,300,0,0,0,0, , , , ,0,0,0,0,0,500,4510,4510, 
2017,21,PUNO,10,SAN ANTONIO DE PUTINA,01,PUTINA,17006,00004,1, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,0, , , , ,0,0,126,0,0,0,0,80,206,800, , ,30,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,30,860,1066, 
2017,21,PUNO,10,SAN ANTONIO DE PUTINA,01,PUTINA,17006,00006,2, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,0, , , , ,0,0,168,0,0,0,0,80,248,500, , ,20,0,32,25,40,0,0,0,0, , , , ,0,0,0,0,0,10,627,875, 
2017,21,PUNO,10,SAN ANTONIO DE PUTINA,01,PUTINA,17006,00023,3, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,0, , , , ,0,0,480,0,0,0,0,160,640,1000, , ,20,3,0,0,60,0,0,0,0, , , , ,0,0,0,0,0,10,1093,1733, 
2017,21,PUNO,10,SAN ANTONIO DE PUTINA,01,PUTINA,17006,00036,4, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,0, , , , ,0,0,147,0,0,0,0,80,227,500, , ,0,0,45,0,60,0,0,0,0, , , , ,0,0,0,0,0,8,613,840, 
2017,21,PUNO,10,SAN ANTONIO DE PUTINA,01,PUTINA,17006,00041,5, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,0, , , , ,0,0,160,0,0,0,0,160,320,800, , ,0,0,42,0,80,0,0,0,0, , , , ,0,0,0,0,0,20,942,1262, 
2017,21,PUNO,10,SAN ANTONIO DE PUTINA,01,PUTINA,17006,00057,6, ,1,2,6,162.719047619048,1,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,40,40, , , , , , , , , , , , , , , , , , , , , , , ,40, 
2017,21,PUNO,10,SAN ANTONIO DE PUTINA,01,PUTINA,17006,00065,7, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,0, , , , ,0,0,360,0,0,0,0,160,520,600, , ,30,15,130,0,80,0,0,0,0, , , , ,0,0,0,0,0,120,975,1495, 
2017,21,PUNO,10,SAN ANTONIO DE PUTINA,01,PUTINA,17006,00075,8, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,0, , , , ,0,0,315,0,0,0,0,160,475,800, , ,125,0,0,0,150,0,0,0,0, , , , ,0,0,0,0,0,230,1305,1780, 
2017,21,PUNO,10,SAN ANTONIO DE PUTINA,01,PUTINA,17006,00087,9, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,0, , , , ,0,0,160,0,0,0,0,200,360,700, , ,55,30,0,0,40,0,0,0,0, , , , ,115,0,0,0,0,120,1060,1420, 
2017,21,PUNO,10,SAN ANTONIO DE PUTINA,01,PUTINA,17006,00090,10, ,1,2,6,162.719047619048,1,1,1,0,0,0,1000,0, , ,10, ,0,0,80,0,0,0,0,960,2040,900, , ,36,20,45,35,60,0,0,0,0, , , , ,0,0,0,0,0,40,1136,3176, 
2017,21,PUNO,10,SAN ANTONIO DE PUTINA,01,PUTINA,17006,00094,11, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,0, , , , ,0,0,168,0,0,0,0,360,528,800, , ,20,30,60,0,0,0,0,0,0, , , , ,0,0,0,0,0,180,1090,1618, 
2017,21,PUNO,10,SAN ANTONIO DE PUTINA,01,PUTINA,17006,00110,12, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,210,210,800, , ,6,9,48,40,0,0,0,0,0, , , , ,0,0,0,0,0,80,983,1193, 
2017,21,PUNO,10,SAN ANTONIO DE PUTINA,01,PUTINA,17006,00121,13, ,1,2,6,162.719047619048,1,1,1,0,0,0,1000,0, , ,10, ,0,0,0,0,0,0,0,720,1720,800, , ,20,45,100,0,150,0,0,0,0, , , , ,0,80,0,0,0,300,1495,3215, 
2017,21,PUNO,10,SAN ANTONIO DE PUTINA,01,PUTINA,17006,00135,14, ,1,2,6,162.719047619048,1,1,1,0,0,0,7502,0, , ,6, ,0,0,60,0,0,0,0,720,8282,1000, , ,30,30,120,0,40,0,0,0,0, , , , ,173,0,0,0,0,150,1543,9825, 
2017,21,PUNO,02,AZANGARO,11,SAN ANTON,17040,00002,1, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,0, , , , ,0,0,216,0,0,0,0,80,296,1600, , ,0,0,80,0,60,0,0,0,0, , , , ,0,0,0,0,0,0,1740,2036, 
2017,21,PUNO,02,AZANGARO,11,SAN ANTON,17040,00022,2, ,1,2,6,162.719047619048,1,1,1,0,0,0,80,40, , ,2,1,0,0,0,0,0,0,0,80,200,850, , ,12,9,15,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,886,1086, 
2017,21,PUNO,02,AZANGARO,11,SAN ANTON,17040,00044,3, ,1,2,6,162.719047619048,1,1,1,0,0,0,540,150, , ,2,2,0,0,90,0,0,0,0,240,1020,9000, , ,15,30,180,0,180,0,0,0,0, , , , ,0,0,0,0,0,150,9555,10575, 
2017,21,PUNO,02,AZANGARO,11,SAN ANTON,17040,00059,4, ,1,2,6,162.719047619048,1,0,1, , , , , , , , , , , , , , , , , , ,300, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,300,300, 
2017,21,PUNO,02,AZANGARO,11,SAN ANTON,17040,00072,5, ,1,2,6,162.719047619048,1,1,1,0,0,0,150,100, , ,3,2,50,0,210,0,0,0,0,240,750,3440, , ,15,18,180,0,240,0,0,0,0, , , , ,0,0,0,0,0,0,3893,4643, 
2017,21,PUNO,02,AZANGARO,11,SAN ANTON,17040,00091,6, ,1,2,6,162.719047619048,1,1,1,0,0,0,160,50, , ,1,1,0,0,0,0,0,0,0,240,450,850, , ,12,0,40,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,902,1352, 
2017,21,PUNO,02,AZANGARO,11,SAN ANTON,17040,00097,7, ,1,2,6,162.719047619048,1,1,0,0,0,0,0,60, , , ,2,0,0,425,0,0,0,0,120,605, , , , , , , , , , , , , , , , , , , , , , , ,605, 
2017,21,PUNO,02,AZANGARO,11,SAN ANTON,17040,00102,8, ,1,2,6,162.719047619048,1,1,1,0,0,0,250,80, , ,2,1,0,0,85,0,0,0,0,90,505,4200, , ,10,0,25,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,4235,4740, 
2017,21,PUNO,02,AZANGARO,11,SAN ANTON,17040,00122,9, ,1,2,6,162.719047619048,1,1,1,0,0,0,250,150, , ,2,2,0,0,0,0,0,0,0,80,480,3600, , ,10,9,25,0,50,0,0,0,0, , , , ,0,0,0,0,0,21,3715,4195, 
2017,21,PUNO,02,AZANGARO,11,SAN ANTON,17040,00142,10, ,1,2,6,162.719047619048,1,1,1,0,0,0,120,60, , ,2,1,0,0,0,0,0,0,0,270,450,6540, , ,10,0,20,0,120,0,0,0,0, , , , ,0,0,0,0,0,0,6690,7140, 
2017,21,PUNO,02,AZANGARO,11,SAN ANTON,17040,00170,11, ,1,2,6,162.719047619048,1,0,1, , , , , , , , , , , , , , , , , , ,750, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,750,750, 
2017,21,PUNO,02,AZANGARO,11,SAN ANTON,17040,00179,12, ,1,2,6,162.719047619048,1,1,1,0,0,0,180,60, , ,4,2,0,0,0,0,0,0,0,0,240,2560, , ,10,12,50,0,50,0,0,0,0, , , , ,0,0,0,0,0,0,2682,2922, 
2017,21,PUNO,02,AZANGARO,11,SAN ANTON,17040,00210,13, ,1,2,6,162.719047619048,1,1,1,0,0,0,120,60, , ,4,2,0,0,0,0,0,0,0,90,270,1536, , ,15,9,35,0,50,0,0,0,0, , , , ,0,0,0,0,0,15,1660,1930, 
2017,21,PUNO,02,AZANGARO,11,SAN ANTON,17040,00212,14, ,1,2,6,162.719047619048,1,1,1,0,0,0,150,80, , ,2,1,0,0,0,0,0,0,0,180,410,2200, , ,10,15,45,0,120,0,0,0,0, , , , ,0,0,0,0,0,0,2390,2800, 
2017,21,PUNO,02,AZANGARO,09,POTONI,17047,00008,1, ,1,2,6,162.719047619048,1,1,1,0,0,0,100,0, , ,2, ,0,0,144,0,0,0,0,120,364,3500, , ,20,70,580,0,0,0,0,100,0, , ,4, ,0,0,0,0,0,350,4620,4984, 
2017,21,PUNO,02,AZANGARO,09,POTONI,17047,00009,2, ,1,2,6,162.719047619048,1,1,1,0,0,0,100,0, , ,2, ,0,0,240,0,0,0,0,120,460,2500, , ,0,0,280,0,0,0,0,0,0, , , , ,0,0,0,0,0,120,2900,3360, 
2017,21,PUNO,02,AZANGARO,09,POTONI,17047,00014,3, ,1,2,6,162.719047619048,1,1,1,0,0,0,100,0, , ,2, ,0,0,336,0,0,0,0,210,646,2800, , ,40,0,90,0,0,0,0,0,0, , , , ,0,0,0,0,0,85,3015,3661, 
2017,21,PUNO,02,AZANGARO,09,POTONI,17047,00024,4, ,1,2,6,162.719047619048,1,1,1,0,0,0,225,0, , ,3, ,0,0,960,0,0,0,0,250,1435,2500, , ,45,0,185,0,0,0,0,0,0, , , , ,0,0,0,0,0,250,2980,4415, 
2017,21,PUNO,02,AZANGARO,09,POTONI,17047,00040,5, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,0, , , , ,0,0,168,0,0,0,0,120,288,2500, , ,65,0,95,0,0,0,0,0,720, , , ,1,0,0,0,0,0,90,3470,3758, 
2017,21,PUNO,02,AZANGARO,09,POTONI,17047,00054,6, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,0,0,2500, , ,30,0,185,0,0,0,0,0,0, , , , ,200,0,0,0,0,160,3075,3075, 
2017,21,PUNO,02,AZANGARO,09,POTONI,17047,00067,7, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,0, , , , ,0,0,400,0,0,0,0,0,400,500, , ,0,0,50,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,550,950, 
2017,21,PUNO,02,AZANGARO,09,POTONI,17047,00081,8, ,1,2,6,162.719047619048,1,1,1,0,0,0,200,0, , ,1, ,0,0,0,0,0,0,0,120,320,2800, , ,50,0,140,0,0,0,0,0,0, , , , ,0,0,0,0,0,90,3080,3400, 
2017,21,PUNO,02,AZANGARO,09,POTONI,17047,00083,9, ,1,2,6,162.719047619048,1,0,1, , , , , , , , , , , , , , , , , , ,2500, , ,30,0,160,0,0,0,0,0,0, , , , ,600,0,0,0,0,180,3470,3470, 
2017,21,PUNO,02,AZANGARO,09,POTONI,17047,00093,10, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,0, , , , ,0,0,192,0,0,0,0,0,192,1000, , ,0,0,100,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,1100,1292, 
2017,21,PUNO,02,AZANGARO,09,POTONI,17047,00105,11, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,0, , , , ,0,0,384,0,0,0,0,150,534,2800, , ,60,0,150,0,0,0,0,100,0, , ,4, ,0,0,0,0,0,180,3290,3824, 
2017,21,PUNO,02,AZANGARO,09,POTONI,17047,00116,12, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,0, , , , ,0,0,263,0,0,0,0,150,413,2500, , ,0,0,145,0,0,0,0,0,0, , , , ,0,0,0,0,0,145,2790,3203, 
2017,21,PUNO,02,AZANGARO,09,POTONI,17047,00129,13, ,1,2,6,162.719047619048,1,1,1,0,0,0,100,0, , ,2, ,0,0,210,0,0,0,0,150,460,700, , ,45,0,70,0,0,0,0,0,0, , , , ,0,0,0,0,0,210,1025,1485, 
2017,21,PUNO,02,AZANGARO,09,POTONI,17047,00139,14, ,1,2,6,162.719047619048,1,1,1,0,0,0,100,0, , ,2, ,0,0,240,0,0,0,0,220,560,2500, , ,50,0,250,0,0,0,0,0,0, , , , ,2000,0,0,0,0,180,4980,5540, 
2017,21,PUNO,02,AZANGARO,12,SAN JOSE,17067,00002,1, ,1,2,6,162.719047619048,1,1,1,0,0,0,200,0, , ,3, ,70,0,0,0,0,0,0,215,485,1200, , ,15,45,120,0,50,0,0,0,0, , , , ,2000,0,0,0,0,70,3500,3985, 
2017,21,PUNO,02,AZANGARO,12,SAN JOSE,17067,00004,2, ,1,2,6,162.719047619048,1,1,1,500,0,0,0,0, , , , ,0,0,0,0,0,0,0,120,620,900, , ,10,25,50,0,50,0,0,0,0, , , , ,0,0,0,0,0,50,1085,1705, 
2017,21,PUNO,02,AZANGARO,12,SAN JOSE,17067,00015,3, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,220,220,800, , ,10,30,38,0,25,0,0,0,0, , , , ,0,0,0,0,0,90,993,1213, 
2017,21,PUNO,02,AZANGARO,12,SAN JOSE,17067,00022,4, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,0, , , , ,40,0,0,0,0,0,0,120,160,800, , ,25,25,50,0,50,0,0,0,0, , , , ,0,0,0,0,0,45,995,1155, 
2017,21,PUNO,02,AZANGARO,12,SAN JOSE,17067,00032,5, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,0, , , , ,70,0,0,0,0,0,0,200,270,1000, , ,20,50,50,0,50,0,0,0,0, , , , ,0,0,0,0,0,80,1250,1520, 
2017,21,PUNO,02,AZANGARO,12,SAN JOSE,17067,00039,6, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,0, , , , ,50,0,0,0,0,0,0,80,130,800, , ,10,15,25,0,35,0,0,0,0, , , , ,0,0,0,0,0,50,935,1065, 
2017,21,PUNO,02,AZANGARO,12,SAN JOSE,17067,00051,7, ,1,2,6,162.719047619048,1,1,1,0,0,0,120,0, , ,2, ,70,0,0,0,0,0,0,140,330,1000, , ,25,25,50,0,70,0,0,0,0, , , , ,0,0,0,0,0,50,1220,1550, 
2017,21,PUNO,02,AZANGARO,12,SAN JOSE,17067,00054,8, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,0, , , , ,40,0,0,0,0,0,0,230,270,500, , ,20,25,25,0,50,0,0,0,0, , , , ,0,0,0,0,0,60,680,950, 
2017,21,PUNO,02,AZANGARO,12,SAN JOSE,17067,00065,9, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,0, , , , ,40,0,0,0,0,0,0,120,160,500, , ,10,0,10,0,20,0,0,0,0, , , , ,0,0,0,0,0,40,580,740, 
2017,21,PUNO,02,AZANGARO,12,SAN JOSE,17067,00075,10, ,1,2,6,162.719047619048,1,1,1,0,0,0,180,0, , ,2, ,70,0,0,0,0,0,0,230,480,1350, , ,10,35,20,0,30,0,0,0,0, , , , ,0,0,0,0,0,70,1515,1995, 
2017,21,PUNO,02,AZANGARO,12,SAN JOSE,17067,00079,11, ,1,2,6,162.719047619048,1,1,1,0,0,0,2000,0, , ,10, ,150,0,0,0,0,0,0,800,2950,200, , ,50,100,250,0,250,0,0,0,0, , , , ,13500,0,0,0,0,150,14500,17450, 
2017,21,PUNO,02,AZANGARO,12,SAN JOSE,17067,00091,12, ,1,2,6,162.719047619048,1,1,1,0,0,0,120,0, , ,2, ,80,0,0,0,0,0,0,200,400,800, , ,15,25,55,0,50,0,0,0,0, , , , ,0,0,0,0,0,85,1030,1430, 
2017,21,PUNO,02,AZANGARO,12,SAN JOSE,17067,00099,13, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,0, , , , ,80,0,0,0,0,0,0,180,260,900, , ,15,20,45,0,50,0,0,0,0, , , , ,0,0,0,0,0,50,1080,1340, 
2017,21,PUNO,02,AZANGARO,12,SAN JOSE,17067,00103,14, ,1,2,6,162.719047619048,1,1,1,0,0,0,150,0, , ,2, ,80,0,0,0,0,0,0,220,450,1350, , ,20,20,50,0,30,0,0,0,0, , , , ,0,0,0,0,0,40,1510,1960, 
2017,21,PUNO,02,AZANGARO,07,JOSE DOMINGO CHOQUEHUANCA,17110,00002,1, ,1,2,6,162.719047619048,1,1,1,0,0,0,400,0, , ,1, ,0,0,270,0,0,0,0,100,770,150, , ,20,0,0,20,0,0,0,0,0, , , , ,0,0,0,0,0,15,205,975, 
2017,21,PUNO,02,AZANGARO,07,JOSE DOMINGO CHOQUEHUANCA,17110,00015,2, ,1,2,6,162.719047619048,1,1,1,0,0,0,350,0, , ,1, ,0,0,210,0,0,0,0,20,580,400, , ,30,0,0,10,0,0,0,0,0, , , , ,35,0,0,0,0,10,485,1065, 
2017,21,PUNO,02,AZANGARO,07,JOSE DOMINGO CHOQUEHUANCA,17110,00021,3, ,1,2,6,162.719047619048,1,1,1,0,0,0,300,0, , ,1, ,0,0,525,0,0,0,0,0,825,200, , ,25,20,0,15,0,0,0,0,0, , , , ,35,0,0,0,0,12,307,1132, 
2017,21,PUNO,02,AZANGARO,07,JOSE DOMINGO CHOQUEHUANCA,17110,00028,4, ,1,2,6,162.719047619048,1,1,1,0,0,0,350,0, , ,1, ,0,0,450,0,0,0,0,50,850,140, , ,15,0,0,22,0,0,0,0,0, , , , ,0,0,0,0,0,10,187,1037, 
2017,21,PUNO,02,AZANGARO,07,JOSE DOMINGO CHOQUEHUANCA,17110,00034,5, ,1,2,6,162.719047619048,1,1,0,0,0,0,100,0, , ,1, ,0,0,315,0,0,0,0,50,465, , , , , , , , , , , , , , , , , , , , , , , ,465, 
2017,21,PUNO,02,AZANGARO,07,JOSE DOMINGO CHOQUEHUANCA,17110,00051,6, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,100, , , ,1,0,0,120,0,0,0,0,10,230,350, , ,20,0,0,12,0,0,0,0,0, , , , ,210,0,0,0,0,10,602,832, 
2017,21,PUNO,02,AZANGARO,07,JOSE DOMINGO CHOQUEHUANCA,17110,00062,7, ,1,2,6,162.719047619048,1,1,1,0,0,0,400,0, , ,1, ,0,0,420,0,0,0,0,40,860,150, , ,20,40,0,16,20,0,0,0,0, , , , ,150,0,0,0,0,20,416,1276, 
2017,21,PUNO,02,AZANGARO,07,JOSE DOMINGO CHOQUEHUANCA,17110,00070,8, ,1,2,6,162.719047619048,1,1,1,0,0,0,350,0, , ,1, ,0,0,540,0,0,0,0,100,990,220, , ,20,20,0,14,0,0,0,0,0, , , , ,120,0,0,0,0,21,415,1405, 
2017,21,PUNO,02,AZANGARO,07,JOSE DOMINGO CHOQUEHUANCA,17110,00085,9, ,1,2,6,162.719047619048,1,1,1,0,0,0,480,0, , ,2, ,0,0,540,0,0,0,0,100,1120,320, , ,30,24,0,18,0,0,0,0,0, , , , ,0,0,0,0,0,20,412,1532, 
2017,21,PUNO,02,AZANGARO,07,JOSE DOMINGO CHOQUEHUANCA,17110,00100,10, ,1,2,6,162.719047619048,1,1,1,0,0,0,400,0, , ,1, ,0,0,630,0,0,0,0,100,1130,160, , ,60,0,0,20,20,0,0,0,0, , , , ,720,0,0,0,0,35,1015,2145, 
2017,21,PUNO,02,AZANGARO,07,JOSE DOMINGO CHOQUEHUANCA,17110,00114,11, ,1,2,6,162.719047619048,1,1,1,0,0,0,400,0, , ,2, ,0,0,630,0,0,0,0,180,1210,200, , ,70,78,20,25,0,0,0,0,0, , , , ,0,0,0,0,0,30,423,1633, 
