ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,ESTRATO,RESFIN,REGION,Dominio,FACTOR,CODIGO,P102_1,P102_2,P1001A_1,P1001A_2A_1,P1001A_2A_2,P1001A_2B_1,P1001A_2B_2,P1001A_2A_1C,P1001A_2A_2C,P1001A_2B_1C,P1001A_2B_2C,P1001A_3,P1001A_4,P1001A_5,P1001A_5A,P1001A_5B,P1001A_6A,P1001A_6B,P1001A_6C,P1001A_TOTAL,P1002B_1,P1002B_1A,P1002B_1B,P1002B_2,P1002B_3,P1002B_4,P1002B_5,P1002B_6,P1002B_7A_1,P1002B_7A_2,P1002B_7B_1,P1002B_7B_2,P1002A_7A_1C,P1002A_7A_2C,P1002A_7B_1C,P1002A_7B_2C,P1002B_8,P1002B_9,P1002B_9A,P1002B_9B,P1002B_10A,P1002B_10B,P1002B_TOTAL,P1000_TOTAL,OMICAP1000
2015,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16892,00028,0005, ,1,3,7,50.0595238095,1,1,1,0,0,0,0,0, , , , ,0,0,0,50,0,0,0,200,250,200, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,200,450, 
2015,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16892,00029,0006, ,1,3,7,50.0595238095,1,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , ,0, 
2015,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16892,00036,0007, ,1,3,7,50.0595238095,1,1,1,0,0,0,0,0, , , , ,0,0,0,100,0,0,0,100,200,100, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,100,300, 
2015,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16892,00043,0008, ,1,3,7,50.0595238095,1,1,1,0,0,0,0,0, , , , ,0,0,0,100,0,0,0,0,100,100, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,20,120,220, 
2015,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16892,00052,0009, ,1,3,7,50.0595238095,1,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , ,0, 
2015,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16892,00060,0010, ,1,3,7,50.0595238095,1,1,1,0,0,0,200,0, , ,30, ,0,0,0,100,0,0,0,300,600,100, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,100,700, 
2015,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16892,00067,0011, ,1,3,7,50.0595238095,1,1,1,0,0,0,0,0, , , , ,0,0,0,50,0,0,0,200,250,100, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,100,350, 
2015,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16892,00070,0012, ,1,3,7,50.0595238095,1,1,1,0,0,0,0,0, , , , ,0,0,0,100,0,0,0,200,300,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,300, 
2015,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16892,00080,0013, ,1,3,7,50.0595238095,1,1,1,0,0,0,0,0, , , , ,0,0,0,100,0,0,0,400,500,200, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,200,700, 
2015,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16892,00088,0014, ,1,3,7,50.0595238095,1,1,0,0,0,0,90,0, , ,2, ,0,0,0,200,0,0,0,500,790, , , , , , , , , , , , , , , , , , , , , , , ,790, 
2015,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16894,00012,0001, ,1,3,7,50.0595238095,1,1,0,0,400,0,60,0,1, ,2, ,0,0,0,0,0,0,0,0,460, , , , , , , , , , , , , , , , , , , , , , , ,460, 
2015,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16894,00013,0002, ,1,3,7,50.0595238095,1,1,0,0,300,0,60,0,1, ,2, ,0,0,0,0,0,0,0,0,360, , , , , , , , , , , , , , , , , , , , , , , ,360, 
2015,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16894,00030,0003, ,1,3,7,50.0595238095,1,1,0,0,0,0,60,25, , ,2,1,0,0,0,0,0,0,0,0,85, , , , , , , , , , , , , , , , , , , , , , , ,85, 
