ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P101A,P102_1,P102_2,P1001A_1,P1001A_2A_1,P1001A_2A_2,P1001A_2B_1,P1001A_2B_2,P1001A_2A_1C,P1001A_2A_2C,P1001A_2B_1C,P1001A_2B_2C,P1001A_3,P1001A_4,P1001A_5,P1001A_5A,P1001A_5B,P1001A_6A,P1001A_6B,P1001A_6C,P1001A_TOTAL,P1002B_1C,P1002B_1D,P1002B_1A,P1002B_1B,P1002B_2,P1002B_3,P1002B_4,P1002B_5,P1002B_6,P1002B_7A_1,P1002B_7A_2,P1002B_7B_1,P1002B_7B_2,P1002B_7A_1C,P1002B_7A_2C,P1002B_7B_1C,P1002B_7B_2C,P1002B_8,P1002B_9,P1002B_9A,P1002B_9B,P1002B_9C,P1002B_10A,P1002B_10B,P1002B_TOTAL,P1000_TOTAL,OMICAP1000
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17600,00027,6,1,2,6,162.719047619048,1, ,1,1,40,0,0,0,0, , , , ,0,0,180,0,0,0,0,70,290,950,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,950,1240, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17600,00036,7,1,2,6,162.719047619048,1, ,1,1,0,0,0,60,0, , ,1, ,0,0,180,0,0,0,0,60,300,1400,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,1400,1700, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17600,00039,8,1,2,6,162.719047619048,1, ,1,1,0,0,0,60,0, , ,1, ,0,0,150,0,0,0,0,60,270,950,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,950,1220, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17600,00042,9,1,2,6,162.719047619048,1, ,1,0,0,0,0,120,0, , ,2, ,0,0,220,0,0,0,0,0,340, , , , , , , , , , , , , , , , , , , , , , , , , ,340, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17600,00043,10,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,15,0,0,0,0,0,15,800,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,800,815, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17600,00050,11,1,2,6,162.719047619048,1, ,1,1,0,0,0,100,0, , ,1, ,0,0,650,0,0,0,0,60,810,3000,1680, , ,25,9,15,0,35,0,0,70,0, , ,1, ,0,0,0,0,0,0,0,4834,5644, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17600,00053,12,1,2,6,162.719047619048,1, ,1,0,0,0,0,60,0, , ,1, ,0,0,60,0,0,0,0,0,120, , , , , , , , , , , , , , , , , , , , , , , , , ,120, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17600,00071,13,1,2,6,162.719047619048,1, ,1,0,0,0,0,60,0, , ,1, ,0,0,80,0,0,0,0,70,210, , , , , , , , , , , , , , , , , , , , , , , , , ,210, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17600,00073,14,1,2,6,162.719047619048,1, ,1,0,0,0,0,0,0, , , , ,0,0,120,0,0,0,0,75,195, , , , , , , , , , , , , , , , , , , , , , , , , ,195, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17600,00078,15,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,60,0,0,0,0,300,360,1200,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,1200,1560, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17619,00003,1,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,120,0,0,0,0,0,120,1600,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,10,1610,1730, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17619,00006,2,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,200,200,800,0, , ,0,0,14,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,814,1014, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17619,00007,3,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,120,0,0,0,0,100,220,1200,0, , ,0,0,30,0,150,0,0,0,0, , , , ,400,0,0,0,0,0,20,1800,2020, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17619,00017,4,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,25,0,0,0,0,220,245,600,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,10,610,855, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17619,00022,5,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,300,300,3000,3500, , ,0,0,10,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,6510,6810, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17619,00025,6,1,2,6,162.719047619048,1, ,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,100,100, , , , , , , , , , , , , , , , , , , , , , , , , ,100, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17619,00026,7,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,24,0,0,0,0,100,124,3000,1000, , ,0,0,10,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,10,4020,4144, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17619,00028,8,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,120,0,0,0,0,450,570,800,0, , ,0,0,14,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,814,1384, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17619,00031,9,1,2,6,162.719047619048,1, ,1,0,0,0,0,0,0, , , , ,0,0,80,0,0,0,0,120,200, , , , , , , , , , , , , , , , , , , , , , , , , ,200, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17619,00035,10,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,300,300,2000,0, , ,0,0,14,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,2014,2314, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17619,00048,11,1,2,6,162.719047619048,1, ,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,200,200, , , , , , , , , , , , , , , , , , , , , , , , , ,200, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17619,00051,12,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,400,400,2000,1200, , ,0,0,250,0,450,0,0,0,0, , , , ,0,0,0,0,0,0,20,3920,4320, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17619,00055,13,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,80,0,0,0,0,400,480,2700,0, , ,0,0,20,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,2720,3200, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17619,00065,14,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,120,120,1600,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,5,1605,1725, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17619,00070,15,1,2,6,162.719047619048,1, ,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,120,120, , , , , , , , , , , , , , , , , , , , , , , , , ,120, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17638,00005,1,1,2,6,162.719047619048,1, ,1,1,0,0,0,80,0, , ,1, ,0,0,30,0,0,0,0,100,210,800,0, , ,30,0,30,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,20,880,1090, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17638,00007,2,1,2,6,162.719047619048,1, ,1,1,0,0,0,240,0, , ,3, ,0,0,30,0,0,0,0,150,420,600,0, , ,0,0,0,30,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,630,1050, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17638,00010,3,1,2,6,162.719047619048,1, ,1,1,0,0,0,810,0, , ,3, ,0,0,100,0,0,0,0,400,1310,1500,0, , ,50,50,50,30,0,0,0,0,0, , , , ,330,0,0,0,0,0,30,2040,3350, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17638,00029,4,1,2,6,162.719047619048,1, ,1,1,0,0,0,100,0, , ,1, ,0,0,50,0,0,0,0,120,270,2400,0, , ,0,0,50,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,60,2510,2780, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17638,00058,5,1,2,6,162.719047619048,1, ,1,1,0,0,0,180,0, , ,2, ,0,0,150,0,0,0,0,250,580,1600,0, , ,30,0,50,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,30,1710,2290, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17638,00059,6,1,2,6,162.719047619048,1, ,1,1,0,0,0,180,0, , ,2, ,0,0,50,0,0,0,0,200,430,1500,0, , ,50,50,50,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,20,1670,2100, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17638,00061,7,1,2,6,162.719047619048,1, ,1,1,0,0,0,180,0, , ,2, ,0,0,50,0,0,0,0,250,480,600,0, , ,50,0,100,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,50,800,1280, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17638,00069,8,1,2,6,162.719047619048,1, ,1,1,0,0,0,180,0, , ,2, ,0,0,100,0,0,0,0,200,480,0,1800, , ,100,100,100,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,50,2150,2630, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17638,00070,9,1,2,6,162.719047619048,1, ,1,1,0,0,0,405,0, , ,3, ,0,0,300,0,0,0,0,300,1005,9000,0, , ,50,50,50,0,0,0,0,0,0, , , , ,225,0,0,0,0,0,50,9425,10430, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17638,00080,10,1,2,6,162.719047619048,1, ,1,1,0,0,0,180,0, , ,2, ,0,0,50,0,0,0,0,250,480,1600,0, , ,50,50,50,50,0,0,0,0,0, , , , ,0,0,0,0,0,0,40,1840,2320, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17638,00085,11,1,2,6,162.719047619048,1, ,1,1,0,0,0,200,0, , ,4, ,0,0,50,0,0,0,0,140,390,1000,0, , ,0,0,30,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,50,1080,1470, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17638,00091,12,1,2,6,162.719047619048,1, ,1,1,0,0,0,270,0, , ,3, ,0,0,150,0,0,0,0,200,620,600,0, , ,0,0,50,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,30,680,1300, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17638,00092,13,1,2,6,162.719047619048,1, ,1,1,0,0,0,100,0, , ,1, ,0,0,0,0,0,0,0,100,200,600,0, , ,10,0,10,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,10,630,830, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17638,00102,14,1,2,6,162.719047619048,1, ,1,0,0,0,0,270,0, , ,3, ,0,0,50,0,0,0,0,200,520, , , , , , , , , , , , , , , , , , , , , , , , , ,520, 
2022,21,PUNO,06,HUANCANE,01,HUANCANE,17638,00103,15,1,2,6,162.719047619048,1, ,1,0,0,0,0,160,0, , ,2, ,0,0,20,0,0,0,0,80,260, , , , , , , , , , , , , , , , , , , , , , , , , ,260, 
2022,21,PUNO,06,HUANCANE,07,TARACO,17657,00002,1,1,2,6,162.719047619048,1, ,1,1,0,0,0,200,100, , ,2,1,0,0,200,0,0,0,0,360,860,1280,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,16,1296,2156, 
2022,21,PUNO,06,HUANCANE,07,TARACO,17657,00003,2,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,60,60,1000,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,20,1020,1080, 
2022,21,PUNO,06,HUANCANE,07,TARACO,17657,00021,3,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,200,0,0,0,0,580,780,960,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,100,1060,1840, 
2022,21,PUNO,06,HUANCANE,07,TARACO,17657,00024,4,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,120,0,0,0,0,240,360,800,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,20,820,1180, 
2022,21,PUNO,06,HUANCANE,07,TARACO,17657,00033,5,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,40,0,0,0,0,180,220,1000,0, , ,0,0,0,0,0,0,0,0,0, , , , ,540,0,0,0,0,0,50,1590,1810, 
2022,21,PUNO,06,HUANCANE,07,TARACO,17657,00037,6,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,160, , , ,2,0,0,80,0,0,0,0,800,1040,1150,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,80,1230,2270, 
2022,21,PUNO,06,HUANCANE,07,TARACO,17657,00039,7,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,240,0,0,0,0,180,420,1000,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,50,1050,1470, 
2022,21,PUNO,06,HUANCANE,07,TARACO,17657,00062,8,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,80,0,0,0,0,120,200,1000,0, , ,0,0,100,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,60,1160,1360, 
2022,21,PUNO,06,HUANCANE,07,TARACO,17657,00069,9,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,160,0,0,0,0,150,310,1000,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,50,1050,1360, 
2022,21,PUNO,06,HUANCANE,07,TARACO,17657,00074,10,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,40,0,0,0,0,120,160,1000,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,1000,1160, 
2022,21,PUNO,06,HUANCANE,07,TARACO,17657,00085,11,1,2,6,162.719047619048,1, ,1,1,0,0,0,480,0, , ,4, ,0,0,240,0,0,0,0,120,840,2000,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,50,2050,2890, 
2022,21,PUNO,06,HUANCANE,07,TARACO,17657,00089,12,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,120,120,600,0, , ,0,0,0,0,0,0,0,500,0, , ,1, ,0,0,0,0,0,0,10,1110,1230, 
2022,21,PUNO,06,HUANCANE,07,TARACO,17657,00111,13,1,2,6,162.719047619048,1, ,1,1,0,0,0,200,300, , ,2,3,0,0,600,0,0,0,0,60,1160,1440,1200, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,20,2660,3820, 
2022,21,PUNO,06,HUANCANE,07,TARACO,17657,00120,14,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,80,0,0,0,0,120,200,1000,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,50,1050,1250, 
2022,21,PUNO,06,HUANCANE,07,TARACO,17657,00124,15,1,2,6,162.719047619048,1, ,1,1,0,0,0,480,0, , ,4, ,0,0,0,0,0,0,0,360,840,1000,0, , ,0,0,90,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,45,1135,1975, 
2022,21,PUNO,06,HUANCANE,07,TARACO,17678,00009,1,1,2,6,162.719047619048,1, ,1,1,0,0,0,60,0, , ,1, ,0,0,0,0,0,0,0,60,120,1584,0, , ,0,0,10,0,30,0,0,0,0, , , , ,0,0,0,0,0,0,15,1639,1759, 
2022,21,PUNO,06,HUANCANE,07,TARACO,17678,00011,2,1,2,6,162.719047619048,1, ,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,70,70, , , , , , , , , , , , , , , , , , , , , , , , , ,70, 
2022,21,PUNO,06,HUANCANE,07,TARACO,17678,00013,3,1,2,6,162.719047619048,1, ,1,1,150,0,0,1500,900, , ,5,3,0,0,533,0,0,0,0,600,3683,2800,0, , ,0,0,300,0,100,0,0,0,0, , , , ,17118,0,0,0,0,0,100,20418,24101, 
2022,21,PUNO,06,HUANCANE,07,TARACO,17678,00017,4,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,70,70,900,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,40,940,1010, 
2022,21,PUNO,06,HUANCANE,07,TARACO,17678,00030,5,1,2,6,162.719047619048,1, ,1,1,0,0,0,1260,450, , ,3,3,0,0,640,0,0,0,0,300,2650,1165,0, , ,0,15,50,10,0,0,0,0,0, , , , ,982,0,0,0,0,0,100,2322,4972, 
2022,21,PUNO,06,HUANCANE,07,TARACO,17678,00043,6,1,2,6,162.719047619048,1, ,1,1,0,0,0,180,120, , ,2,2,0,0,148,0,0,0,0,300,748,1125,0, , ,0,10,20,0,40,0,0,0,0, , , , ,0,0,0,0,0,0,50,1245,1993, 
2022,21,PUNO,06,HUANCANE,07,TARACO,17678,00044,7,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,216,0,0,0,0,2000,2216,9000,0, , ,25,0,75,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,40,9140,11356, 
2022,21,PUNO,06,HUANCANE,07,TARACO,17678,00058,8,1,2,6,162.719047619048,1, ,1,1,200,0,0,80,50, , ,1,1,0,0,40,0,0,0,0,120,490,1608,0, , ,0,0,20,10,60,0,0,0,0, , , , ,85,0,0,0,0,0,10,1793,2283, 
2022,21,PUNO,06,HUANCANE,07,TARACO,17678,00059,9,1,2,6,162.719047619048,1, ,1,1,0,0,0,700,200, , ,4,2,0,0,480,0,0,0,0,1500,2880,7350,1200, , ,0,20,0,30,600,0,0,0,0, , , , ,0,0,0,0,0,0,30,9230,12110, 
2022,21,PUNO,06,HUANCANE,07,TARACO,17678,00060,10,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,39,0,0,0,0,600,639,1800,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,1800,2439, 
2022,21,PUNO,06,HUANCANE,07,TARACO,17678,00080,11,1,2,6,162.719047619048,1, ,1,1,0,0,0,400,400, , ,4,4,0,0,0,0,0,0,0,300,1100,978,0, , ,0,0,10,0,50,0,0,0,0, , , , ,0,0,0,0,0,0,20,1058,2158, 
2022,21,PUNO,06,HUANCANE,07,TARACO,17678,00088,12,1,2,6,162.719047619048,1, ,1,1,71,0,0,50,0, , ,1, ,0,0,279,0,0,10,0,300,710,1320,0, , ,12,0,12,0,40,0,0,0,0, , , , ,0,0,0,0,0,0,50,1434,2144, 
2022,21,PUNO,06,HUANCANE,07,TARACO,17678,00105,13,1,2,6,162.719047619048,1, ,1,1,0,0,0,300,0, , ,2, ,0,0,450,0,0,0,0,2000,2750,2480,0, , ,0,18,24,30,60,0,0,0,0, , , , ,0,0,0,0,0,0,70,2682,5432, 
2022,21,PUNO,06,HUANCANE,07,TARACO,17678,00114,14,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,100,100,1860,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,10,1870,1970, 
2022,21,PUNO,06,HUANCANE,07,TARACO,17678,00120,15,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,115,115,1800,0, , ,0,0,0,0,0,0,0,0,0, , , , ,450,0,0,0,0,0,20,2270,2385, 
2022,21,PUNO,06,HUANCANE,05,PUSI,17698,00002,1,1,2,6,162.719047619048,1, ,1,0,0,0,0,100,0, , ,1, ,0,0,0,0,0,0,0,60,160, , , , , , , , , , , , , , , , , , , , , , , , , ,160, 
2022,21,PUNO,06,HUANCANE,05,PUSI,17698,00007,2,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,24,0,0,0,0,0,24,0,0, , ,0,0,0,10,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,10,34, 
2022,21,PUNO,06,HUANCANE,05,PUSI,17698,00009,3,1,2,6,162.719047619048,1, ,1,1,0,0,0,80,80, , ,1,1,0,0,100,0,0,0,0,150,410,450,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,450,860, 
2022,21,PUNO,06,HUANCANE,05,PUSI,17698,00010,4,1,2,6,162.719047619048,1, ,1,1,0,0,0,120,120, , ,1,1,0,0,25,0,0,0,0,100,365,600,0, , ,0,0,0,0,0,0,0,0,0, , , , ,720,0,0,0,0,0,0,1320,1685, 
2022,21,PUNO,06,HUANCANE,05,PUSI,17698,00018,5,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,10,0,84,750,0,0,15,120,979,1600,0, , ,10,10,10,15,0,0,0,0,0, , , , ,0,0,0,0,0,0,15,1660,2639, 
2022,21,PUNO,06,HUANCANE,05,PUSI,17698,00020,6,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,75,380,0,0,0,100,555,500,0, , ,0,0,0,15,0,0,0,0,0, , , , ,0,0,0,0,0,0,15,530,1085, 
2022,21,PUNO,06,HUANCANE,05,PUSI,17698,00045,7,1,2,6,162.719047619048,1, ,1,1,50,0,0,0,0, , , , ,0,0,126,0,0,0,0,60,236,570,0, , ,0,0,0,15,0,0,0,0,0, , , , ,0,0,0,0,0,0,8,593,829, 
2022,21,PUNO,06,HUANCANE,05,PUSI,17698,00061,8,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,50,0,0,0,0,60,110,1000,0, , ,0,0,0,15,0,0,0,0,0, , , , ,0,0,0,0,0,0,8,1023,1133, 
2022,21,PUNO,06,HUANCANE,05,PUSI,17698,00081,9,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,295,700,0,0,15,500,1510,900,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,900,2410, 
2022,21,PUNO,06,HUANCANE,05,PUSI,17698,00083,10,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,180,0,0,30,0,300,510,650,0, , ,0,0,0,15,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,665,1175, 
2022,21,PUNO,06,HUANCANE,05,PUSI,17698,00095,11,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,109,180,0,0,0,200,489,1300,0, , ,0,0,0,15,0,0,0,0,0, , , , ,0,0,0,0,0,0,15,1330,1819, 
2022,21,PUNO,06,HUANCANE,05,PUSI,17698,00106,12,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,60,60,180,0, , ,0,0,0,12,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,192,252, 
2022,21,PUNO,06,HUANCANE,05,PUSI,17698,00107,13,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,45,0,0,0,0,100,145,360,0, , ,0,0,0,15,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,375,520, 
2022,21,PUNO,06,HUANCANE,05,PUSI,17698,00119,14,1,2,6,162.719047619048,1, ,1,1,50,0,0,0,0, , , , ,15,0,5,370,0,0,0,60,500,800,0, , ,0,0,0,15,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,815,1315, 
2022,21,PUNO,06,HUANCANE,05,PUSI,17698,00120,15,1,2,6,162.719047619048,1, ,1,1,30,0,0,0,0, , , , ,0,0,70,0,0,0,0,60,160,500,0, , ,0,0,0,15,0,0,0,0,0, , , , ,456,0,0,0,0,0,0,971,1131, 
2022,21,PUNO,09,MOHO,01,MOHO,17717,00017,1,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,90,0,0,0,0,90,0,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,0,90, 
2022,21,PUNO,09,MOHO,01,MOHO,17717,00019,2,1,2,6,162.719047619048,1, ,1,0,0,0,0,0,60, , , ,1,0,0,45,0,0,0,0,0,105, , , , , , , , , , , , , , , , , , , , , , , , , ,105, 
2022,21,PUNO,09,MOHO,01,MOHO,17717,00027,3,1,2,6,162.719047619048,1, ,1,1,0,0,0,120,180, , ,2,2,0,0,78,80,0,0,0,0,458,800,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,15,815,1273, 
2022,21,PUNO,09,MOHO,01,MOHO,17717,00048,4,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,65,96,0,0,0,0,161,0,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,0,161, 
2022,21,PUNO,09,MOHO,01,MOHO,17717,00060,5,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,40,0,0,0,0,0,40,250,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,18,268,308, 
2022,21,PUNO,09,MOHO,01,MOHO,17717,00070,6,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,58,90,0,0,0,0,148,130,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,18,148,296, 
2022,21,PUNO,09,MOHO,01,MOHO,17717,00075,7,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,65,105,0,0,0,0,170,600,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,21,621,791, 
2022,21,PUNO,09,MOHO,01,MOHO,17717,00077,8,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,55,0,0,0,0,0,55,250,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,12,262,317, 
2022,21,PUNO,09,MOHO,01,MOHO,17717,00080,9,1,2,6,162.719047619048,1, ,1,1,0,0,0,60,90, , ,1,1,0,0,55,0,0,0,0,0,205,60,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,60,265, 
2022,21,PUNO,09,MOHO,01,MOHO,17717,00089,10,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,55,0,0,0,0,0,55,500,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,25,525,580, 
2022,21,PUNO,09,MOHO,01,MOHO,17717,00096,11,1,2,6,162.719047619048,1, ,1,1,12,0,0,0,0, , , , ,0,0,0,95,0,0,0,0,107,500,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,22,522,629, 
2022,21,PUNO,09,MOHO,01,MOHO,17717,00103,12,1,2,6,162.719047619048,1, ,1,0,0,0,0,60,90, , ,1,1,0,0,55,0,0,0,0,0,205, , , , , , , , , , , , , , , , , , , , , , , , , ,205, 
