ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P101A,P102_1,P102_2,P1001A_1,P1001A_2A_1,P1001A_2A_2,P1001A_2B_1,P1001A_2B_2,P1001A_2A_1C,P1001A_2A_2C,P1001A_2B_1C,P1001A_2B_2C,P1001A_3,P1001A_4,P1001A_5,P1001A_5A,P1001A_5B,P1001A_6A,P1001A_6B,P1001A_6C,P1001A_TOTAL,P1002B_1C,P1002B_1D,P1002B_1A,P1002B_1B,P1002B_2,P1002B_3,P1002B_4,P1002B_5,P1002B_6,P1002B_7A_1,P1002B_7A_2,P1002B_7B_1,P1002B_7B_2,P1002B_7A_1C,P1002B_7A_2C,P1002B_7B_1C,P1002B_7B_2C,P1002B_8,P1002B_9,P1002B_9A,P1002B_9B,P1002B_9C,P1002B_10A,P1002B_10B,P1002B_TOTAL,P1000_TOTAL,OMICAP1000
2022,21,PUNO,12,SANDIA,08,YANAHUAYA,16983,00022,3,1,2,6,162.719047619048,1, ,1,1,0,0,0,400,0, , ,4, ,0,0,0,0,0,0,0,15,415,1080,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,1080,1495, 
2022,21,PUNO,12,SANDIA,08,YANAHUAYA,16983,00026,4,1,2,6,162.719047619048,1, ,1,0,0,0,0,360,0, , ,1, ,0,0,0,0,0,0,0,0,360, , , , , , , , , , , , , , , , , , , , , , , , , ,360, 
2022,21,PUNO,12,SANDIA,08,YANAHUAYA,16983,00043,5,1,2,6,162.719047619048,1, ,1,1,0,0,0,1000,80, , ,4,1,0,0,0,0,0,0,90,90,1260,960,1600, , ,0,0,8,10,0,0,0,0,0, , , , ,0,0,0,0,0,0,40,2618,3878, 
2022,21,PUNO,12,SANDIA,08,YANAHUAYA,16983,00048,6,1,2,6,162.719047619048,1, ,1,0,0,0,0,0,100, , , ,2,0,0,0,0,0,0,0,0,100, , , , , , , , , , , , , , , , , , , , , , , , , ,100, 
2022,21,PUNO,12,SANDIA,08,YANAHUAYA,16983,00052,7,1,2,6,162.719047619048,1, ,1,0,50,0,0,160,0, , ,2, ,0,0,0,0,0,0,0,0,210, , , , , , , , , , , , , , , , , , , , , , , , , ,210, 
2022,21,PUNO,12,SANDIA,08,YANAHUAYA,16983,00074,8,1,2,6,162.719047619048,1, ,1,0,0,0,0,0,640, , , ,2,0,0,0,0,0,0,0,0,640, , , , , , , , , , , , , , , , , , , , , , , , , ,640, 
2022,21,PUNO,12,SANDIA,08,YANAHUAYA,16983,00075,9,1,2,6,162.719047619048,1, ,1,0,0,0,0,100,0, , ,1, ,0,0,0,0,0,0,0,0,100, , , , , , , , , , , , , , , , , , , , , , , , , ,100, 
2022,21,PUNO,12,SANDIA,08,YANAHUAYA,16983,00093,10,1,2,6,162.719047619048,1, ,1,0,0,0,0,0,50, , , ,1,0,0,0,0,0,0,0,0,50, , , , , , , , , , , , , , , , , , , , , , , , , ,50, 
2022,21,PUNO,12,SANDIA,08,YANAHUAYA,16983,00094,11,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,300, , , ,2,0,0,0,0,0,500,100,0,900,2400,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,2400,3300, 
2022,21,PUNO,12,SANDIA,08,YANAHUAYA,16983,00097,12,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,1026, , , ,9,0,0,0,0,0,0,0,0,1026,600,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,600,1626, 
2022,21,PUNO,12,SANDIA,08,YANAHUAYA,16983,00106,13,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,200, , , ,2,0,0,0,0,0,0,0,0,200,540,0, , ,0,0,0,0,0,0,0,0,300, , , ,2,0,0,0,0,0,0,0,840,1040, 
2022,21,PUNO,12,SANDIA,08,YANAHUAYA,16983,00137,14,1,2,6,162.719047619048,1, ,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2022,21,PUNO,12,SANDIA,08,YANAHUAYA,16983,00144,15,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,0,0,1800,0, , ,0,0,10,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,1810,1810, 
2022,21,PUNO,10,SAN ANTONIO DE PUTINA,03,PEDRO VILCA APAZA,17002,00006,1,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,45,0,0,0,0,0,45,950,0, , ,0,0,10,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,20,980,1025, 
2022,21,PUNO,10,SAN ANTONIO DE PUTINA,03,PEDRO VILCA APAZA,17002,00018,2,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,120,0,0,0,0,0,120,1500,0, , ,0,0,0,25,70,0,0,0,0, , , , ,0,0,0,0,0,0,50,1645,1765, 
2022,21,PUNO,10,SAN ANTONIO DE PUTINA,03,PEDRO VILCA APAZA,17002,00021,3,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,450,0,0,0,0,98,548,900,0, , ,30,0,0,0,35,0,0,0,0, , , , ,0,0,0,0,0,0,40,1005,1553, 
2022,21,PUNO,10,SAN ANTONIO DE PUTINA,03,PEDRO VILCA APAZA,17002,00043,4,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,180,0,0,0,0,0,180,900,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,30,930,1110, 
2022,21,PUNO,10,SAN ANTONIO DE PUTINA,03,PEDRO VILCA APAZA,17002,00045,5,1,2,6,162.719047619048,1, ,1,1,180,0,0,0,0, , , , ,0,0,180,0,0,0,0,0,360,1640,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,1640,2000, 
2022,21,PUNO,10,SAN ANTONIO DE PUTINA,03,PEDRO VILCA APAZA,17002,00053,6,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,300,0,0,0,0,0,300,900,0, , ,20,0,50,0,40,0,0,0,0, , , , ,980,0,0,0,0,0,50,2040,2340, 
2022,21,PUNO,10,SAN ANTONIO DE PUTINA,03,PEDRO VILCA APAZA,17002,00055,7,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,720,0,0,0,0,120,840,3200,0, , ,30,0,90,0,50,0,0,0,0, , , , ,0,0,0,0,0,0,60,3430,4270, 
2022,21,PUNO,10,SAN ANTONIO DE PUTINA,03,PEDRO VILCA APAZA,17002,00082,8,1,2,6,162.719047619048,1, ,1,1,0,0,0,225,0, , ,2, ,0,0,395,0,0,0,0,100,720,960,0, , ,0,0,0,0,25,0,0,0,0, , , , ,0,0,0,0,0,0,50,1035,1755, 
2022,21,PUNO,10,SAN ANTONIO DE PUTINA,03,PEDRO VILCA APAZA,17002,00096,9,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,300,0,0,0,20,200,520,2800,0, , ,0,0,130,0,45,0,0,0,0, , , , ,1300,0,0,0,0,0,50,4325,4845, 
2022,21,PUNO,10,SAN ANTONIO DE PUTINA,03,PEDRO VILCA APAZA,17002,00104,10,1,2,6,162.719047619048,1, ,1,1,350,0,0,0,0, , , , ,0,0,72,0,0,0,0,60,482,1440,0, , ,20,0,88,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,30,1578,2060, 
2022,21,PUNO,10,SAN ANTONIO DE PUTINA,03,PEDRO VILCA APAZA,17002,00105,11,1,2,6,162.719047619048,1, ,1,1,0,0,0,180,0, , ,2, ,0,0,1840,0,0,0,0,440,2460,2340,720, , ,40,0,172,0,0,0,0,0,0, , , , ,1108,0,0,0,0,0,40,4420,6880, 
2022,21,PUNO,10,SAN ANTONIO DE PUTINA,03,PEDRO VILCA APAZA,17002,00119,12,1,2,6,162.719047619048,1, ,1,1,500,0,0,0,0, , , , ,0,0,360,0,0,0,30,420,1310,1920,0, , ,20,0,165,0,0,0,0,0,0, , , , ,393,0,0,0,0,0,80,2578,3888, 
2022,21,PUNO,10,SAN ANTONIO DE PUTINA,03,PEDRO VILCA APAZA,17002,00120,13,1,2,6,162.719047619048,1, ,1,0,0,0,0,0,0, , , , ,0,0,360,0,0,0,0,0,360, , , , , , , , , , , , , , , , , , , , , , , , , ,360, 
2022,21,PUNO,10,SAN ANTONIO DE PUTINA,03,PEDRO VILCA APAZA,17002,00122,14,1,2,6,162.719047619048,1, ,1,1,0,0,0,50,0, , ,1, ,0,0,180,0,0,25,0,270,525,1160,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,1160,1685, 
2022,21,PUNO,10,SAN ANTONIO DE PUTINA,03,PEDRO VILCA APAZA,17002,00150,15,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,450,0,0,0,0,120,570,2100,0, , ,20,0,120,0,0,0,0,720,0, , ,1, ,0,0,0,0,0,0,50,3010,3580, 
2022,21,PUNO,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU,17021,00002,1,1,2,6,162.719047619048,1, ,1,1,0,0,0,540,360, , ,3,2,0,0,200,0,0,0,0,500,1600,6400,1200, , ,20,80,0,20,600,0,0,0,0, , , , ,4350,0,0,0,0,0,60,12730,14330, 
2022,21,PUNO,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU,17021,00010,2,1,2,6,162.719047619048,1, ,1,1,0,0,0,200,0, , ,2, ,0,0,200,0,0,0,0,300,700,7560,0, , ,0,24,60,0,50,0,0,0,0, , , , ,2700,0,0,0,0,0,30,10424,11124, 
2022,21,PUNO,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU,17021,00011,3,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,80,0,0,0,0,60,140,1680,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,25,1705,1845, 
2022,21,PUNO,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU,17021,00018,4,1,2,6,162.719047619048,1, ,1,1,0,0,0,200,100, , ,2,1,0,0,120,0,0,0,40,400,860,1200,1200, , ,0,30,0,0,70,0,0,0,0, , , , ,260,0,0,0,0,0,50,2810,3670, 
2022,21,PUNO,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU,17021,00032,5,1,2,6,162.719047619048,1, ,1,1,0,0,0,200,0, , ,2, ,0,0,175,120,0,0,0,180,675,2600,0, , ,0,30,0,0,50,0,0,0,0, , , , ,0,0,0,0,0,0,30,2710,3385, 
2022,21,PUNO,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU,17021,00046,6,1,2,6,162.719047619048,1, ,1,1,0,0,0,360,100, , ,2,1,0,0,350,0,0,0,40,450,1300,1450,0, , ,0,0,0,0,20,0,0,0,0, , , , ,1575,0,0,0,0,0,0,3045,4345, 
2022,21,PUNO,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU,17021,00054,7,1,2,6,162.719047619048,1, ,1,1,0,0,0,540,0, , ,3, ,0,0,200,0,0,0,0,700,1440,6560,1560, , ,110,40,0,15,60,0,0,0,0, , , , ,0,0,0,0,0,0,50,8395,9835, 
2022,21,PUNO,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU,17021,00071,8,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,100,0,0,0,0,90,190,1320,0, , ,0,60,0,0,100,0,0,0,0, , , , ,0,0,0,0,0,0,30,1510,1700, 
2022,21,PUNO,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU,17021,00072,9,1,2,6,162.719047619048,1, ,1,0,0,0,0,0,0, , , , ,0,0,110,0,0,0,0,80,190, , , , , , , , , , , , , , , , , , , , , , , , , ,190, 
2022,21,PUNO,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU,17021,00074,10,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,70,0,0,0,0,100,170,1450,0, , ,0,10,0,0,20,0,0,0,0, , , , ,0,0,0,0,0,0,15,1495,1665, 
2022,21,PUNO,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU,17021,00077,11,1,2,6,162.719047619048,1, ,1,1,0,0,0,180,100, , ,1,1,0,0,300,0,0,0,0,300,880,1340,0, , ,0,30,0,0,0,0,0,0,0, , , , ,0,0,0,0,50,0,20,1440,2320, 
2022,21,PUNO,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU,17021,00082,12,1,2,6,162.719047619048,1, ,1,1,0,0,0,300,0, , ,2, ,0,0,180,0,0,0,0,250,730,1615,0, , ,0,0,0,0,0,0,0,0,0, , , , ,840,0,0,0,0,0,20,2475,3205, 
2022,21,PUNO,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU,17021,00090,13,1,2,6,162.719047619048,1, ,1,0,0,0,0,0,0, , , , ,0,0,120,0,0,20,0,0,140, , , , , , , , , , , , , , , , , , , , , , , , , ,140, 
2022,21,PUNO,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU,17021,00092,14,1,2,6,162.719047619048,1, ,1,1,0,0,0,300,200, , ,3,2,0,0,150,0,0,20,0,110,780,3400,0, , ,0,35,0,0,40,0,0,0,0, , , , ,250,0,0,0,0,0,20,3745,4525, 
2022,21,PUNO,10,SAN ANTONIO DE PUTINA,04,QUILCAPUNCU,17021,00097,15,1,2,6,162.719047619048,1, ,1,0,0,0,0,0,0, , , , ,0,0,90,0,0,0,0,0,90, , , , , , , , , , , , , , , , , , , , , , , , , ,90, 
2022,21,PUNO,02,AZANGARO,11,SAN ANTON,17040,00004,1,1,2,6,162.719047619048,1, ,1,1,0,0,0,100,0, , ,1, ,0,0,90,0,0,0,0,55,245,1200,1080, , ,15,0,120,0,60,0,0,0,0, , , , ,0,0,0,0,0,0,0,2475,2720, 
2022,21,PUNO,02,AZANGARO,11,SAN ANTON,17040,00023,2,1,2,6,162.719047619048,1, ,1,1,2500,0,0,400,0, , ,2, ,0,0,480,0,0,0,0,120,3500,3500,0, , ,14,0,120,0,60,0,0,0,0, , , , ,0,0,0,0,0,0,0,3694,7194, 
2022,21,PUNO,02,AZANGARO,11,SAN ANTON,17040,00030,3,1,2,6,162.719047619048,1, ,1,0,0,0,0,0,0, , , , ,0,0,150,0,0,0,0,0,150, , , , , , , , , , , , , , , , , , , , , , , , , ,150, 
2022,21,PUNO,02,AZANGARO,11,SAN ANTON,17040,00063,4,1,2,6,162.719047619048,1, ,1,1,300,0,0,100,0, , ,1, ,0,0,100,0,0,0,0,0,500,1500,0, , ,28,0,100,0,50,0,0,0,0, , , , ,0,0,0,0,0,0,9,1687,2187, 
2022,21,PUNO,02,AZANGARO,11,SAN ANTON,17040,00078,5,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,60,0,0,0,0,0,60,1500,0, , ,40,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,1540,1600, 
2022,21,PUNO,02,AZANGARO,11,SAN ANTON,17040,00091,6,1,2,6,162.719047619048,1, ,1,1,0,0,0,40,0, , ,1, ,0,0,80,0,0,0,0,60,180,2500,0, , ,40,0,180,0,60,0,0,0,0, , , , ,500,0,0,0,0,0,0,3280,3460, 
2022,21,PUNO,02,AZANGARO,11,SAN ANTON,17040,00096,7,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,60,60,1032,0, , ,14,0,32,0,80,0,0,0,0, , , , ,0,0,0,0,0,0,0,1158,1218, 
2022,21,PUNO,02,AZANGARO,11,SAN ANTON,17040,00110,8,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,220,0,0,0,0,60,280,2800,0, , ,14,0,120,0,100,0,0,0,0, , , , ,220,0,0,0,0,0,0,3254,3534, 
2022,21,PUNO,02,AZANGARO,11,SAN ANTON,17040,00164,9,1,2,6,162.719047619048,1, ,1,1,300,0,0,50,0, , ,1, ,25,0,150,0,0,0,0,0,525,1200,1080, , ,14,10,30,0,40,0,0,0,0, , , , ,0,0,0,0,0,0,90,2464,2989, 
2022,21,PUNO,02,AZANGARO,11,SAN ANTON,17040,00169,10,1,2,6,162.719047619048,1, ,1,1,300,0,0,0,0, , , , ,0,0,80,0,0,0,0,60,440,1500,0, , ,28,0,120,0,60,0,0,0,0, , , , ,0,0,0,0,0,0,0,1708,2148, 
2022,21,PUNO,02,AZANGARO,11,SAN ANTON,17040,00171,11,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,150,0,0,0,0,70,220,1300,0, , ,14,0,60,0,40,0,0,0,0, , , , ,0,0,0,0,0,0,6,1420,1640, 
2022,21,PUNO,02,AZANGARO,11,SAN ANTON,17040,00176,12,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,24,0,250,0,0,0,0,60,334,2800,0, , ,14,10,60,0,40,0,0,0,0, , , , ,0,0,0,0,0,0,9,2933,3267, 
2022,21,PUNO,02,AZANGARO,11,SAN ANTON,17040,00184,13,1,2,6,162.719047619048,1, ,1,1,300,0,0,100,0, , ,1, ,35,0,320,0,0,0,0,120,875,4500,1080, , ,14,15,120,0,60,0,0,0,0, , , , ,0,0,0,0,0,0,0,5789,6664, 
2022,21,PUNO,02,AZANGARO,11,SAN ANTON,17040,00219,14,1,2,6,162.719047619048,1, ,1,0,0,0,0,0,0, , , , ,0,0,230,0,0,0,0,0,230, , , , , , , , , , , , , , , , , , , , , , , , , ,230, 
2022,21,PUNO,02,AZANGARO,11,SAN ANTON,17040,00230,15,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,25,0,150,0,0,0,0,90,265,1350,0, , ,14,0,50,0,60,0,0,0,0, , , , ,0,0,0,0,0,0,0,1474,1739, 
2022,21,PUNO,02,AZANGARO,12,SAN JOSE,17059,00013,1,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,23,0,200,0,0,0,0,0,223,1600,0, , ,0,0,15,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,1615,1838, 
2022,21,PUNO,02,AZANGARO,12,SAN JOSE,17059,00019,2,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,240,0,0,0,0,150,390,2000,0, , ,0,0,10,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,2010,2400, 
2022,21,PUNO,02,AZANGARO,12,SAN JOSE,17059,00024,3,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,320,0,0,0,0,0,320,2000,0, , ,0,21,33,0,180,0,0,0,0, , , , ,0,0,0,0,0,0,0,2234,2554, 
2022,21,PUNO,02,AZANGARO,12,SAN JOSE,17059,00033,4,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,0,0,1500,0, , ,0,0,10,0,100,0,0,0,0, , , , ,0,0,0,0,0,0,0,1610,1610, 
2022,21,PUNO,02,AZANGARO,12,SAN JOSE,17059,00038,5,1,2,6,162.719047619048,1, ,0,1, , , , , , , , , , , , , , , , , , ,2000,0, , ,0,0,20,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,2020,2020, 
2022,21,PUNO,02,AZANGARO,12,SAN JOSE,17059,00048,6,1,2,6,162.719047619048,1, ,0,1, , , , , , , , , , , , , , , , , , ,1600,0, , ,0,0,8,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,5,1613,1613, 
2022,21,PUNO,02,AZANGARO,12,SAN JOSE,17059,00058,7,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,15,0,80,0,0,0,0,0,95,2000,0, , ,0,0,10,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,5,2015,2110, 
2022,21,PUNO,02,AZANGARO,12,SAN JOSE,17059,00066,8,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,23,0,0,0,0,0,0,0,23,3000,0, , ,0,0,318,0,360,0,0,0,0, , , , ,300,0,0,0,0,0,10,3988,4011, 
2022,21,PUNO,02,AZANGARO,12,SAN JOSE,17059,00105,9,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,90,0,90,0,0,0,0,200,380,1800,0, , ,0,50,10,0,300,0,0,0,0, , , , ,0,0,0,0,0,0,70,2230,2610, 
2022,21,PUNO,02,AZANGARO,12,SAN JOSE,17059,00118,10,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,0,0,1600,0, , ,0,100,0,0,180,0,0,0,0, , , , ,0,0,0,0,0,0,0,1880,1880, 
2022,21,PUNO,02,AZANGARO,12,SAN JOSE,17059,00148,11,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,0,0,1200,0, , ,0,0,20,0,100,0,0,0,0, , , , ,0,0,0,0,0,0,10,1330,1330, 
2022,21,PUNO,02,AZANGARO,12,SAN JOSE,17059,00154,12,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,368,0,0,0,0,0,368,6400,0, , ,0,0,150,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,6550,6918, 
2022,21,PUNO,02,AZANGARO,12,SAN JOSE,17059,00161,13,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,135,0,0,0,0,0,135,4000,0, , ,0,0,100,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,4100,4235, 
2022,21,PUNO,02,AZANGARO,12,SAN JOSE,17059,00177,14,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,160,0,0,0,0,0,160,1200,0, , ,0,0,10,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,1210,1370, 
2022,21,PUNO,02,AZANGARO,12,SAN JOSE,17059,00182,15,1,2,6,162.719047619048,1, ,0,1, , , , , , , , , , , , , , , , , , ,4000,0, , ,0,0,25,0,0,0,0,0,0, , , , ,250,0,0,0,0,0,0,4275,4275, 
2022,21,PUNO,02,AZANGARO,04,ASILLO,17079,00002,1,1,2,6,162.719047619048,1, ,1,1,0,0,0,200,0, , ,2, ,72,0,250,0,0,0,0,200,722,3000,0, , ,40,0,30,30,90,0,0,0,0, , , , ,1000,0,0,0,0,0,20,4210,4932, 
2022,21,PUNO,02,AZANGARO,04,ASILLO,17079,00027,2,1,2,6,162.719047619048,1, ,1,1,150,0,0,0,0, , , , ,0,0,65,0,0,0,0,60,275,1600,0, , ,50,0,60,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,30,1740,2015, 
2022,21,PUNO,02,AZANGARO,04,ASILLO,17079,00028,3,1,2,6,162.719047619048,1, ,1,1,0,0,0,40,0, , ,1, ,30,0,70,0,0,0,0,100,240,2500,2500, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,5000,5240, 
2022,21,PUNO,02,AZANGARO,04,ASILLO,17079,00048,4,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,65,0,280,0,0,0,0,120,465,3000,0, , ,90,60,90,30,45,0,0,0,0, , , , ,0,0,0,0,0,0,15,3330,3795, 
2022,21,PUNO,02,AZANGARO,04,ASILLO,17079,00053,5,1,2,6,162.719047619048,1, ,1,0,0,0,0,0,100, , , ,1,0,0,70,0,0,0,0,60,230, , , , , , , , , , , , , , , , , , , , , , , , , ,230, 
2022,21,PUNO,02,AZANGARO,04,ASILLO,17079,00066,6,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,50, , , ,1,45,0,500,0,0,0,0,72,667,1600,0, , ,90,0,120,20,0,0,0,0,0, , , , ,0,0,0,0,0,0,20,1850,2517, 
2022,21,PUNO,02,AZANGARO,04,ASILLO,17079,00081,7,1,2,6,162.719047619048,1, ,1,1,0,0,0,200,50, , ,2,1,45,0,350,0,0,0,0,200,845,1200,0, , ,75,0,35,20,0,0,0,0,0, , , , ,850,0,0,0,0,0,20,2200,3045, 
2022,21,PUNO,02,AZANGARO,04,ASILLO,17079,00091,8,1,2,6,162.719047619048,1, ,1,0,0,0,0,100,0, , ,1, ,0,0,0,0,0,0,0,70,170, , , , , , , , , , , , , , , , , , , , , , , , , ,170, 
2022,21,PUNO,02,AZANGARO,04,ASILLO,17079,00092,9,1,2,6,162.719047619048,1, ,1,0,0,0,0,60,60, , ,1,1,0,0,70,0,0,0,0,100,290, , , , , , , , , , , , , , , , , , , , , , , , , ,290, 
2022,21,PUNO,02,AZANGARO,04,ASILLO,17079,00093,10,1,2,6,162.719047619048,1, ,1,1,0,0,0,100,100, , ,1,1,47,0,70,0,0,0,0,570,887,1200,0, , ,20,0,80,20,0,0,0,0,0, , , , ,0,0,0,0,0,0,30,1350,2237, 
2022,21,PUNO,02,AZANGARO,04,ASILLO,17079,00096,11,1,2,6,162.719047619048,1, ,1,1,50,0,0,0,0, , , , ,23,0,290,0,0,0,0,0,363,600,0, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,600,963, 
2022,21,PUNO,02,AZANGARO,04,ASILLO,17079,00105,12,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,100, , , ,1,45,0,80,0,0,0,0,100,325,1200,0, , ,50,0,75,0,0,0,0,0,0, , , , ,150,0,0,0,0,0,0,1475,1800, 
2022,21,PUNO,02,AZANGARO,04,ASILLO,17079,00106,13,1,2,6,162.719047619048,1, ,1,1,50,0,0,0,50, , , ,1,45,0,110,0,0,0,0,60,315,1100,0, , ,65,0,70,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,30,1265,1580, 
2022,21,PUNO,02,AZANGARO,04,ASILLO,17079,00112,14,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,48,0,65,0,0,0,0,0,113,2000,0, , ,25,0,0,25,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,2050,2163, 
2022,21,PUNO,02,AZANGARO,04,ASILLO,17079,00124,15,1,2,6,162.719047619048,1, ,1,1,50,0,0,480,0, , ,2, ,0,0,100,0,0,0,0,110,740,4480,960, , ,150,90,100,30,0,0,0,0,0, , , , ,1300,0,0,0,0,0,30,7140,7880, 
2022,21,PUNO,02,AZANGARO,04,ASILLO,17098,00038,1,1,2,6,162.719047619048,1, ,1,1,1000,0,0,600,600, , ,5,5,0,0,670,0,0,0,0,460,3330,3000,0, , ,50,0,50,0,0,0,0,0,0, , , , ,770,0,0,0,0,0,50,3920,7250, 
2022,21,PUNO,02,AZANGARO,04,ASILLO,17098,00046,2,1,2,6,162.719047619048,1, ,1,1,0,0,0,0,0, , , , ,0,0,372,0,0,0,0,115,487,1000,0, , ,50,0,50,20,0,0,0,0,0, , , , ,93,0,0,0,0,0,50,1263,1750, 
2022,21,PUNO,02,AZANGARO,04,ASILLO,17098,00056,3,1,2,6,162.719047619048,1, ,1,1,350,0,0,0,0, , , , ,0,0,600,0,0,0,0,300,1250,1500,0, , ,50,50,50,50,50,0,0,0,0, , , , ,130,0,0,0,0,0,300,2180,3430, 
2022,21,PUNO,02,AZANGARO,04,ASILLO,17098,00072,4,1,2,6,162.719047619048,1, ,1,1,200,0,0,0,0, , , , ,0,0,180,0,0,0,0,300,680,1200,0, , ,100,0,100,20,0,0,0,0,0, , , , ,0,0,0,0,0,0,100,1520,2200, 
2022,21,PUNO,02,AZANGARO,04,ASILLO,17098,00074,5,1,2,6,162.719047619048,1, ,1,0,0,0,0,0,540, , , ,6,0,0,300,0,0,0,0,140,980, , , , , , , , , , , , , , , , , , , , , , , , , ,980, 
