ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,ESTRATO,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P102_1,P102_2,P1001A_1,P1001A_2A_1,P1001A_2A_2,P1001A_2B_1,P1001A_2B_2,P1001A_2A_1C,P1001A_2A_2C,P1001A_2B_1C,P1001A_2B_2C,P1001A_3,P1001A_4,P1001A_5,P1001A_5A,P1001A_5B,P1001A_6A,P1001A_6B,P1001A_6C,P1001A_TOTAL,P1002B_1,P1002B_1A,P1002B_1B,P1002B_2,P1002B_3,P1002B_4,P1002B_5,P1002B_6,P1002B_7A_1,P1002B_7A_2,P1002B_7B_1,P1002B_7B_2,P1002A_7A_1C,P1002A_7A_2C,P1002A_7B_1C,P1002A_7B_2C,P1002B_8,P1002B_9,P1002B_9A,P1002B_9B,P1002B_10A,P1002B_10B,P1002B_TOTAL,P1000_TOTAL,OMICAP1000
2016,21,PUNO,03,CARABAYA,06,CRUCERO,16885,00132,11, ,1,2,6,162.719047619048,1,0,1, , , , , , , , , , , , , , , , , , ,450, , ,0,0,160,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,610,610, 
2016,21,PUNO,03,CARABAYA,06,CRUCERO,16885,00143,12, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,150, , , ,3,0,0,0,0,0,0,0,60,210,560, , ,60,0,240,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,860,1070, 
2016,21,PUNO,03,CARABAYA,06,CRUCERO,16885,00153,13, ,1,2,6,162.719047619048,1,0,1, , , , , , , , , , , , , , , , , , ,550, , ,0,0,250,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,800,800, 
2016,21,PUNO,03,CARABAYA,06,CRUCERO,16885,00154,14, ,1,2,6,162.719047619048,1,0,1, , , , , , , , , , , , , , , , , , ,980, , ,0,0,260,0,0,0,0,0,0, , , , ,0,0,0,0,0,300,1540,1540, 
2016,21,PUNO,12,SANDIA,03,LIMBANI,16891,00010,1, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,0, , , , ,0,0,135,0,0,0,0,0,135,200, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,200,335, 
2016,21,PUNO,12,SANDIA,03,LIMBANI,16891,00023,2, ,1,2,6,162.719047619048,1,1,0,300,0,0,150,240, , ,3,3,0,0,150,0,0,0,0,0,840, , , , , , , , , , , , , , , , , , , , , , , ,840, 
2016,21,PUNO,12,SANDIA,03,LIMBANI,16891,00026,3, ,1,2,6,162.719047619048,1,1,0,0,0,0,400,0, , ,4, ,0,0,51,0,0,0,0,0,451, , , , , , , , , , , , , , , , , , , , , , , ,451, 
2016,21,PUNO,12,SANDIA,03,LIMBANI,16891,00046,4, ,1,2,6,162.719047619048,1,1,1,0,0,0,300,0, , ,3, ,0,0,180,0,0,0,0,0,480,70, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,70,550, 
2016,21,PUNO,12,SANDIA,03,LIMBANI,16891,00047,5, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,0, , , , ,0,0,45,0,0,0,0,0,45,50, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,50,95, 
2016,21,PUNO,12,SANDIA,03,LIMBANI,16891,00057,6, ,1,2,6,162.719047619048,1,1,0,0,0,0,80,90, , ,2,3,0,0,90,0,0,0,0,0,260, , , , , , , , , , , , , , , , , , , , , , , ,260, 
2016,21,PUNO,12,SANDIA,03,LIMBANI,16891,00066,7, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,60, , , ,2,0,0,30,0,0,0,0,0,90,20, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,20,110, 
2016,21,PUNO,12,SANDIA,03,LIMBANI,16891,00085,8, ,1,2,6,162.719047619048,1,1,1,0,0,0,720,240, , ,4,4,0,0,90,0,0,0,0,0,1050,1800, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,1800,2850, 
2016,21,PUNO,12,SANDIA,03,LIMBANI,16891,00100,9, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,60, , , ,2,0,0,180,0,0,0,0,0,240,20, , ,0,0,5,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,25,265, 
2016,21,PUNO,12,SANDIA,03,LIMBANI,16891,00101,10, ,1,2,6,162.719047619048,1,1,0,0,0,0,160,240, , ,2,4,0,0,0,0,0,0,0,0,400, , , , , , , , , , , , , , , , , , , , , , , ,400, 
2016,21,PUNO,12,SANDIA,03,LIMBANI,16891,00120,11, ,1,2,6,162.719047619048,1,1,1,0,0,0,80,120, , ,2,4,0,0,120,0,0,0,0,0,320,20, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,20,340, 
2016,21,PUNO,12,SANDIA,03,LIMBANI,16891,00125,12, ,1,2,6,162.719047619048,1,1,0,0,0,0,120,60, , ,3,2,0,0,105,0,0,0,0,0,285, , , , , , , , , , , , , , , , , , , , , , , ,285, 
2016,21,PUNO,12,SANDIA,03,LIMBANI,16891,00138,13, ,1,2,6,162.719047619048,1,1,1,0,0,0,90,0, , ,3, ,0,0,60,0,0,0,0,0,150,1800, , ,0,0,25,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,1825,1975, 
